img_id;img_path;pred_bboxes;target_bboxes;ious;prompts
13;grasp_vlm_dataset/drill_4_jpg.rf.eee2451241d6df5a9586a83792685b3c.jpg;{'index': [0.36920245361328125, 0.14075436401367186, 0.9194969482421875, 0.745751220703125]};{'index': {'x_1': 0.45, 'y_1': 0.369, 'x_2': 0.5025, 'y_2': 0.39}};{'index': 0.0033115423384292523};[['Pressable surface for index finger on the power drill']]
14;grasp_vlm_dataset/allen_19_jpg.rf.864dd896f0a038dd96e4470bcfd91f6c.jpg;{'hand': [0.0, 0.0, 0.0, 0.0]};{'handle': {'x_1': 0.28, 'y_1': 0.361, 'x_2': 0.6515, 'y_2': 0.632}};{'hand': 0.0};[['Area to grab safely with entire hand on the allen key']]
15;grasp_vlm_dataset/bolt_cutters5_jpeg.rf.dfd7e7d9d37af37ca6e0f3ff9c35b7fe.jpg;{'left': [0.4746975402832031, 0.11303701782226562, 0.6652783813476563, 0.8618394775390625], 'right': [0.4746975402832031, 0.11303701782226562, 0.6652783813476563, 0.8618394775390625]};{'right': {'x_1': 0.581, 'y_1': 0.057, 'x_2': 0.656, 'y_2': 0.222}, 'left': {'x_1': 0.331, 'y_1': 0.01, 'x_2': 0.425, 'y_2': 0.1925}};{'left': 0.0, 'right': 0.05562734811491765};[['Area to grab safely with entire left hand on the bolt cutters'], ['Area near the green star to grab safely with entire right hand on the bolt cutters']]
16;grasp_vlm_dataset/bot_rnd4_jpg.rf.76c8799a9e03f401270000dc4691e1e3.jpg;{'hand': [0.1637550811767578, 0.5413388671875, 0.9118814697265625, 1.0]};{'handle': {'x_1': 0.409, 'y_1': 0.701, 'x_2': 0.537, 'y_2': 0.815}};{'hand': 0.04252535108787485};[['Area to grab safely with entire hand on the bottom drawer with a round handle']]
17;grasp_vlm_dataset/wrench_8_jpg.rf.adc939651c9fb5bc06b5fc7b898bdcc0.jpg;{'hand': [0.08833718872070312, 0.11354937744140625, 0.8360983276367188, 0.861232666015625]};{'handle': {'x_1': 0.173, 'y_1': 0.18, 'x_2': 0.894, 'y_2': 0.821}};{'hand': 0.7129210793009886};[['Area to grab safely with entire hand on the wrench']]
18;grasp_vlm_dataset/wrench_13_jpg.rf.40b1fa117433ca5a119417d93bb81c0f.jpg;{'hand': [0.022702814102172852, 0.14176600646972656, 0.7053140869140625, 0.8557741088867188]};{'handle': {'x_1': 0.458, 'y_1': 0.301, 'x_2': 0.6465, 'y_2': 0.795}};{'hand': 0.19105645150634806};[['Area to grab safely with entire hand on the wrench']]
19;grasp_vlm_dataset/wrench_16_jpg.rf.12243ea8b26ceccdd1e8319ebcf2e0f0.jpg;{'hand': [0.11308694458007812, 0.2750587158203125, 0.8620018920898438, 0.7329168701171875]};{'handle': {'x_1': 0.27, 'y_1': 0.277, 'x_2': 0.863, 'y_2': 0.6205}};{'hand': 0.5924509031969188};[['Area to grab safely with entire hand on the wrench']]
20;grasp_vlm_dataset/wrench_1_jpg.rf.7d53a6ddd00fecc434ec65c123a93f3d.jpg;{'hand': [0.0631898193359375, 0.27928756713867187, 0.8117778930664062, 0.7260126342773437]};{'handle': {'x_1': 0.427, 'y_1': 0.441, 'x_2': 0.975, 'y_2': 0.7015}};{'hand': 0.2659220507318224};[['Area to grab safely with entire hand on the wrench']]
21;grasp_vlm_dataset/drill_10_jpg.rf.630a7c5082ccf4850afde2ebfcc67798.jpg;{'index': [0.33454278564453127, 0.18618887329101563, 0.6573145141601563, 0.37088592529296877]};{'index': {'x_1': 0.466, 'y_1': 0.406, 'x_2': 0.4885, 'y_2': 0.4695}};{'index': 0.0};[['Pressable surface for index finger on the power drill']]
22;grasp_vlm_dataset/rnd_door13_jpg.rf.ae363c424ddbf2d4d88e5f2b6f4efdb8.jpg;{'hand': [0.4247928161621094, 0.41444854736328124, 0.62641552734375, 0.6367682495117187]};{'handle': {'x_1': 0.423, 'y_1': 0.417, 'x_2': 0.6295, 'y_2': 0.638}};{'hand': 0.9601165032201714};[['Area to grab safely with entire hand on the door with a round handle']]
23;grasp_vlm_dataset/glue_15_jpg.rf.6a95976744a461ee77b747f9e9c0ea1d.jpg;{'index': [0.09229877471923828, 0.11473527526855469, 0.8359979858398437, 0.8367393798828126]};{'index': {'x_1': 0.53, 'y_1': 0.55, 'x_2': 0.576, 'y_2': 0.692}};{'index': 0.012164918080433929};[['Pressable surface for index finger on the glue gun']]
24;grasp_vlm_dataset/nail_16_jpg.rf.1b707bdb9c03991344eda63f6f11fb61.jpg;{'index': [0.11390443420410157, 0.1397483367919922, 0.8610153198242188, 0.8841659545898437]};{'index': {'x_1': 0.451, 'y_1': 0.348, 'x_2': 0.512, 'y_2': 0.4}};{'index': 0.005703369010796326};[['Pressable surface for index finger on the nail gun']]
25;grasp_vlm_dataset/syringe17_jpg.rf.390c0d625bb7b8c6d48f8c95621bc59f.jpg;{'index': [0.22908773803710938, 0.19239543151855468, 0.9616824340820312, 0.7722869262695312], 'thumb': [0.22908773803710938, 0.19239543151855468, 0.9616824340820312, 0.7722869262695312]};{'thumb': {'x_1': 0.048, 'y_1': 0.124, 'x_2': 0.102, 'y_2': 0.214}, 'index': {'x_1': 0.233, 'y_1': 0.206, 'x_2': 0.334, 'y_2': 0.393}};{'index': 0.04445826101248599, 'thumb': 0.0};[['Placement for index finger on the syringe'], ['Placement for thumb finger on the syringe']]
26;grasp_vlm_dataset/bowl_ball5_jpg.rf.892f5a31c5b2fbe2c81bc9fe8b886e36.jpg;{'index': [0.4850505981445313, 0.06394417572021484, 0.953295166015625, 0.7114479370117187], 'thumb': [0.4850505981445313, 0.06394417572021484, 0.953295166015625, 0.7114479370117187]};{'thumb': {'x_1': 0.554, 'y_1': 0.366, 'x_2': 0.618, 'y_2': 0.4735}, 'index': {'x_1': 0.57, 'y_1': 0.084, 'x_2': 0.673, 'y_2': 0.1495}};{'index': 0.022251714615430147, 'thumb': 0.022692032395191453};[['Placement for index finger on the bowling ball'], ['Placement for thumb finger on the bowling ball']]
27;grasp_vlm_dataset/chainsaw7_jpg.rf.565275ec50efa4026e4e90232c1f2e30.jpg;{'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0, 0.0, 0.0, 0.0]};{'left': {'x_1': 0.32, 'y_1': 0.417, 'x_2': 0.898, 'y_2': 0.6315}, 'right': {'x_1': 0.536, 'y_1': 0.741, 'x_2': 0.6825, 'y_2': 0.9265}};{'left': 0.0, 'right': 0.0};[['Area to grab safely with entire left hand on the chainsaw'], ['Area near the green star to grab safely with entire right hand on the chainsaw']]
28;grasp_vlm_dataset/allen_11_jpg.rf.2b8fb086f4e451a865876d6fc703212d.jpg;{'hand': [0.32199978637695315, 0.06292348098754882, 0.8732150268554687, 0.8113455200195312]};{'handle': {'x_1': 0.329, 'y_1': 0.06, 'x_2': 0.761, 'y_2': 0.174}};{'hand': 0.11596067023718817};[['Area to grab safely with entire hand on the allen key']]
29;grasp_vlm_dataset/bolt_cutters15_jpeg.rf.ef42d9509414ad9c8a4903f9dca0cd5b.jpg;{'left': [0.0006873369216918946, 0.18838157653808593, 0.66823876953125, 0.9358555908203126], 'right': [0.13377902221679688, 0.06332147216796875, 0.7981082763671875, 0.8056973876953125]};{'right': {'x_1': 0.703, 'y_1': 0.052, 'x_2': 0.82, 'y_2': 0.241}, 'left': {'x_1': 0.228, 'y_1': 0.053, 'x_2': 0.3335, 'y_2': 0.2325}};{'left': 0.009068489107738376, 'right': 0.03390614493407612};[['Area near the green star to grab safely with entire left hand on the bolt cutters'], ['Area to grab safely with entire right hand on the bolt cutters']]
30;grasp_vlm_dataset/multimeter12_jpg.rf.3dd21ca931f46f4f909297646de2c6c1.jpg;{'left': [0.1652840576171875, 0.21705685424804688, 0.9089656982421875, 0.9611985473632813], 'right': [0.1652840576171875, 0.21705685424804688, 0.9089656982421875, 0.9611985473632813]};{'left': {'x_1': 0.167, 'y_1': 0.649, 'x_2': 0.232, 'y_2': 0.884}, 'right': {'x_1': 0.235, 'y_1': 0.645, 'x_2': 0.3025, 'y_2': 0.8825}};{'left': 0.02760187092919132, 'right': 0.028968412002199555};[['Area near the green star to grab safely with entire left hand on the multimeter with red and black leads'], ['Area to grab safely with entire right hand on the multimeter with red and black leads']]
31;grasp_vlm_dataset/top_rnd5_jpg.rf.d99c25f8f9c36e5930a8492b0d5b5a7d.jpg;{'hand': [0.11292109680175781, 0.13903697204589843, 0.8620823364257812, 0.886048828125]};{'handle': {'x_1': 0.508, 'y_1': 0.3, 'x_2': 0.643, 'y_2': 0.419}};{'hand': 0.028706347351552013};[['Area to grab safely with entire hand on the top drawer with a round handle']]
32;grasp_vlm_dataset/wacker_4_jpg.rf.15a736a71eeb7d9dfdbb844dd9933428.jpg;{'index': [0.4712848815917969, 0.42944793701171874, 0.599547119140625, 0.6699591674804688]};{'index': {'x_1': 0.485, 'y_1': 0.539, 'x_2': 0.505, 'y_2': 0.58}};{'index': 0.026581511971378834};[['Pressable surface for index finger on the weed wacker']]
33;grasp_vlm_dataset/darts19_jpg.rf.6029ff9335d6fa4f90a81125412346d8.jpg;{'index': [0.0, 0.023872804641723634, 0.5627471313476563, 0.5603872680664063], 'thumb': [0.0, 0.023872804641723634, 0.5627471313476563, 0.5603872680664063]};{'index': {'x_1': 0.0, 'y_1': 0.291, 'x_2': 0.4265, 'y_2': 0.467}, 'thumb': {'x_1': 0.0, 'y_1': 0.415, 'x_2': 0.409, 'y_2': 0.537}};{'index': 0.24862052503998755, 'thumb': 0.16526786420181844};[['Placement for index finger on the dart'], ['Placement for thumb finger on the dart']]
34;grasp_vlm_dataset/nail_5_jpg.rf.c77e61420f71cf91da10ed3daf640b89.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.473, 'y_1': 0.356, 'x_2': 0.525, 'y_2': 0.4265}};{'index': 0.0};[['Pressable surface for index finger on the nail gun']]
35;grasp_vlm_dataset/saw_3_jpg.rf.ad4e2276b34ec00dab9465a14fd8f064.jpg;{'index': [0.6061675415039063, 0.14296775817871094, 0.9113201293945312, 0.33865277099609375]};{'index': {'x_1': 0.405, 'y_1': 0.181, 'x_2': 0.443, 'y_2': 0.2265}};{'index': 0.0};[['Pressable surface for index finger on the circular saw']]
36;grasp_vlm_dataset/allen_7_jpg.rf.ff74d1c9a007a8178cb3005e132148c2.jpg;{'hand': [0.11386495208740234, 0.1130076904296875, 0.8589985961914063, 0.8608172607421875]};{'handle': {'x_1': 0.689, 'y_1': 0.035, 'x_2': 0.976, 'y_2': 0.511}};{'hand': 0.10805040916017548};[['Area to grab safely with entire hand on the allen key']]
37;grasp_vlm_dataset/allen_12_jpg.rf.6cdaf4594425e8dc2a1050bb4332f572.jpg;{'hand': [0.09047406005859375, 0.22590097045898438, 0.8300416259765625, 0.9459158325195313]};{'handle': {'x_1': 0.474, 'y_1': 0.285, 'x_2': 0.813, 'y_2': 0.885}};{'hand': 0.3819720899673819};[['Area to grab safely with entire hand on the allen key']]
38;grasp_vlm_dataset/bow12_jpg.rf.e8b52a7a2257a75f75559a30a57710f2.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'thumb': {'x_1': 0.495, 'y_1': 0.556, 'x_2': 0.564, 'y_2': 0.6215}, 'index': {'x_1': 0.454, 'y_1': 0.488, 'x_2': 0.5995, 'y_2': 0.578}};{'index': 0.0, 'thumb': 0.0};[['Placement for index finger on the violin bow'], ['Placement for thumb finger on the violin bow']]
39;grasp_vlm_dataset/darts5_jpg.rf.3161a212cec39eb6bc2399b195e56925.jpg;{'index': [0.24548965454101562, 0.15336289978027343, 0.68034326171875, 0.8605872192382813], 'thumb': [0.24548965454101562, 0.15336289978027343, 0.68034326171875, 0.8605872192382813]};{'index': {'x_1': 0.411, 'y_1': 0.401, 'x_2': 0.5875, 'y_2': 0.714}, 'thumb': {'x_1': 0.369, 'y_1': 0.42, 'x_2': 0.553, 'y_2': 0.7165}};{'index': 0.17963410060172474, 'thumb': 0.17739536048706567};[['Placement for index finger on the dart'], ['Placement for thumb finger on the dart']]
40;grasp_vlm_dataset/scissors7_jpg.rf.68511979cb77432f90a047d4950ef71b.jpg;{'index': [0.13984727478027345, 0.13886027526855468, 0.884911865234375, 0.8866235961914063], 'thumb': [0.13984727478027345, 0.13886027526855468, 0.884911865234375, 0.8866235961914063]};{'thumb': {'x_1': 0.337, 'y_1': 0.617, 'x_2': 0.5125, 'y_2': 0.8375}, 'index': {'x_1': 0.653, 'y_1': 0.346, 'x_2': 0.931, 'y_2': 0.4975}};{'index': 0.062282849475006924, 'thumb': 0.06945885699061993};[['Placement for index finger on the pair of scissors'], ['Placement for thumb finger on the pair of scissors']]
41;grasp_vlm_dataset/syringe5_jpg.rf.6e7c490c52e71c8a2910186668410100.jpg;{'index': [0.09791513061523438, 0.2244530029296875, 0.6364168090820312, 0.845013427734375], 'thumb': [0.09791513061523438, 0.2244530029296875, 0.6364168090820312, 0.845013427734375]};{'thumb': {'x_1': 0.099, 'y_1': 0.712, 'x_2': 0.173, 'y_2': 0.841}, 'index': {'x_1': 0.257, 'y_1': 0.475, 'x_2': 0.3875, 'y_2': 0.665}};{'index': 0.0741981326675305, 'thumb': 0.028566056642236166};[['Placement for index finger on the syringe'], ['Placement for thumb finger on the syringe']]
42;grasp_vlm_dataset/nail_14_jpg.rf.01faa7e4df07e73a9209715b8b0604a1.jpg;{'index': [0.11352794647216796, 0.14362481689453124, 0.8613135375976563, 0.8835732421875]};{'index': {'x_1': 0.491, 'y_1': 0.576, 'x_2': 0.5085, 'y_2': 0.647}};{'index': 0.002245524793114976};[['Pressable surface for index finger on the nail gun']]
43;grasp_vlm_dataset/allen_15_jpg.rf.3a8e49f7d79525555e5345172c0a6fdc.jpg;{'hand': [0.01290442943572998, 0.38207843017578125, 0.7621044921875, 0.6201170654296875]};{'handle': {'x_1': 0.143, 'y_1': 0.55, 'x_2': 0.8555, 'y_2': 0.619}};{'hand': 0.23118059843405916};[['Area to grab safely with entire hand on the allen key']]
44;grasp_vlm_dataset/bow10_jpg.rf.7b0c0a1dbb49bcc05dbd41266865bb3c.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'thumb': {'x_1': 0.632, 'y_1': 0.37, 'x_2': 0.764, 'y_2': 0.4375}, 'index': {'x_1': 0.672, 'y_1': 0.309, 'x_2': 0.8215, 'y_2': 0.4035}};{'index': 0.0, 'thumb': 0.0};[['Placement for index finger on the violin bow'], ['Placement for thumb finger on the violin bow']]
45;grasp_vlm_dataset/drill_13_jpg.rf.b425d89333a4fa0b054d630a47a1e2d2.jpg;{'index': [0.014418506622314453, 0.01344597339630127, 0.7356624755859374, 0.7548014526367187]};{'index': {'x_1': 0.26, 'y_1': 0.256, 'x_2': 0.3585, 'y_2': 0.3275}};{'index': 0.013171449647778924};[['Pressable surface for index finger on the power drill']]
46;grasp_vlm_dataset/rnd_door5_jpg.rf.86400b399cc7de6b5d66efc944defff8.jpg;{'hand': [0.4857174377441406, 0.07300340270996093, 0.6417077026367187, 0.19292181396484376]};{'handle': {'x_1': 0.49, 'y_1': 0.483, 'x_2': 0.654, 'y_2': 0.5975}};{'hand': 0.0};[['Area to grab safely with entire hand on the door with a round handle']]
47;grasp_vlm_dataset/scissors5_jpg.rf.c74dc93ab50a1d0208a89cd3722c9260.jpg;{'index': [0.17380340576171874, 0.21414958190917968, 0.7657880249023438, 0.8011119995117187], 'thumb': [0.17380340576171874, 0.21414958190917968, 0.7657880249023438, 0.8011119995117187]};{'thumb': {'x_1': 0.496, 'y_1': 0.249, 'x_2': 0.592, 'y_2': 0.3545}, 'index': {'x_1': 0.563, 'y_1': 0.294, 'x_2': 0.7385, 'y_2': 0.4815}};{'index': 0.09470167814528409, 'thumb': 0.029147611662083538};[['Placement for index finger on the pair of scissors'], ['Placement for thumb finger on the pair of scissors']]
48;grasp_vlm_dataset/vertical_bar10_jpg.rf.892b0af2cbd734c1b2004634872aabe9.jpg;{'hand': [0.794736328125, 0.5329915161132812, 0.8851337890625, 0.5911719970703125]};{'handle': {'x_1': 0.678, 'y_1': 0.635, 'x_2': 0.693, 'y_2': 0.7075}};{'hand': 0.0};[['Area to grab safely with entire hand on the door with a vertical bar handle']]
49;grasp_vlm_dataset/bow14_jpg.rf.71a2fd2cd2d1b27c38de9cab4531960f.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'thumb': {'x_1': 0.802, 'y_1': 0.826, 'x_2': 0.8305, 'y_2': 0.8645}, 'index': {'x_1': 0.761, 'y_1': 0.78, 'x_2': 0.8245, 'y_2': 0.8465}};{'index': 0.0, 'thumb': 0.0};[['Placement for index finger on the violin bow'], ['Placement for thumb finger on the violin bow']]
50;grasp_vlm_dataset/wrench_18_jpg.rf.3779a58974b8e8d42f400c972f63d19f.jpg;{'hand': [0.19264224243164063, 0.0905029296875, 0.9290133666992187, 0.8371320190429687]};{'handle': {'x_1': 0.464, 'y_1': 0.439, 'x_2': 0.904, 'y_2': 0.903}};{'hand': 0.30266887178593016};[['Area to grab safely with entire hand on the wrench']]
51;grasp_vlm_dataset/saw_0_jpg.rf.381ff29e5ee50ca947c0e35bd4b95b51.jpg;{'index': [0.11336708068847656, 0.2369784393310547, 0.8615485229492188, 0.7784506225585938]};{'index': {'x_1': 0.565, 'y_1': 0.517, 'x_2': 0.6185, 'y_2': 0.5385}};{'index': 0.0028392861198270843};[['Pressable surface for index finger on the circular saw']]
52;grasp_vlm_dataset/can_opener6_jpg.rf.777c939aade535d2616ce8e342c68124.jpg;{'left': [0.13851905822753907, 0.2427471923828125, 0.8868338012695313, 0.839610107421875], 'right': [0.13851905822753907, 0.2427471923828125, 0.8868338012695313, 0.839610107421875]};{'right': {'x_1': 0.343, 'y_1': 0.256, 'x_2': 0.99, 'y_2': 0.6965}, 'left': {'x_1': 0.01, 'y_1': 0.469, 'x_2': 0.3955, 'y_2': 0.6915}};{'left': 0.12031530053837956, 'right': 0.48682298445270233};[['Area to grab safely with entire left hand on the can opener'], ['Area near the green star to grab safely with entire right hand on the can opener']]
53;grasp_vlm_dataset/bow19_jpg.rf.fc7fd883059b9dacac8880199c665405.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'thumb': {'x_1': 0.188, 'y_1': 0.649, 'x_2': 0.267, 'y_2': 0.7585}, 'index': {'x_1': 0.214, 'y_1': 0.549, 'x_2': 0.337, 'y_2': 0.7605}};{'index': 0.0, 'thumb': 0.0};[['Placement for index finger on the violin bow'], ['Placement for thumb finger on the violin bow']]
54;grasp_vlm_dataset/drill_12_jpg.rf.058fccbb5c588d8a9dfaa38635260228.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.456, 'y_1': 0.469, 'x_2': 0.5025, 'y_2': 0.508}};{'index': 0.0};[['Pressable surface for index finger on the power drill']]
55;grasp_vlm_dataset/syringe10_jpg.rf.3d523bd81dc1d15dc827aa424ed51584.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'thumb': {'x_1': 0.578, 'y_1': 0.787, 'x_2': 0.675, 'y_2': 0.8095}, 'index': {'x_1': 0.56, 'y_1': 0.596, 'x_2': 0.6905, 'y_2': 0.617}};{'index': 0.0, 'thumb': 0.0};[['Placement for index finger on the syringe'], ['Placement for thumb finger on the syringe']]
56;grasp_vlm_dataset/lever_handle3_jpg.rf.ab85d67053b8eedb15291c06bfb5d761.jpg;{'hand': [0.3445237121582031, 0.6463330688476563, 0.43264590454101565, 0.6866279296875]};{'handle': {'x_1': 0.368, 'y_1': 0.659, 'x_2': 0.435, 'y_2': 0.683}};{'hand': 0.4300922300492897};[['Area to grab safely with entire hand on the door with a horizontal lever handle']]
57;grasp_vlm_dataset/scissors12_jpg.rf.f44a95057fd54dffca3524af35df59b8.jpg;{'index': [0.11382422637939453, 0.14087579345703125, 0.8614248657226562, 0.8851243286132813], 'thumb': [0.11382422637939453, 0.14087579345703125, 0.8614248657226562, 0.8851243286132813]};{'thumb': {'x_1': 0.735, 'y_1': 0.277, 'x_2': 0.7985, 'y_2': 0.305}, 'index': {'x_1': 0.248, 'y_1': 0.176, 'x_2': 0.376, 'y_2': 0.2845}};{'index': 0.024960429563459112, 'thumb': 0.00319553886548317};[['Placement for index finger on the pair of scissors'], ['Placement for thumb finger on the pair of scissors']]
58;grasp_vlm_dataset/chainsaw6_jpg.rf.5b4d8a4ab5366073fdb7429060f2f91b.jpg;{'left': [0.13857333374023437, 0.29229885864257815, 0.8863967895507813, 0.9716170654296875], 'right': [0.6245654296875, 0.09784801483154297, 0.6840199584960938, 0.1712141571044922]};{'right': {'x_1': 0.364, 'y_1': 0.196, 'x_2': 0.4505, 'y_2': 0.3795}, 'left': {'x_1': 0.074, 'y_1': 0.317, 'x_2': 0.2105, 'y_2': 0.5275}};{'left': 0.02902699899554982, 'right': 0.0};[['Area to grab safely with entire left hand on the chainsaw'], ['Area near the green star to grab safely with entire right hand on the chainsaw']]
59;grasp_vlm_dataset/bot_bar9_jpg.rf.30a66623371a1a5721b5e9e370fe14d1.jpg;{'hand': [0.037965442657470705, 0.24047706604003907, 0.7867432861328125, 0.9869618530273437]};{'handle': {'x_1': 0.111, 'y_1': 0.563, 'x_2': 0.378, 'y_2': 0.7455}};{'hand': 0.0871766515321918};[['Area to grab safely with entire hand on the bottom drawer with a horizontal bar handle']]
60;grasp_vlm_dataset/can_opener14_jpg.rf.8757280138abb9bbea8456bad5957885.jpg;{'left': [0.15978648376464843, 0.016627777099609376, 0.47921142578125, 0.34741281127929685], 'right': [0.2953802490234375, 0.1266722946166992, 0.7475867919921875, 0.5967951049804687]};{'right': {'x_1': 0.326, 'y_1': 0.128, 'x_2': 0.9715, 'y_2': 0.6735}, 'left': {'x_1': 0.125, 'y_1': 0.394, 'x_2': 0.3055, 'y_2': 0.799}};{'left': 0.0, 'right': 0.538412599041872};[['Area near the green star to grab safely with entire left hand on the can opener'], ['Area to grab safely with entire right hand on the can opener']]
