img_id;img_path;pred_bboxes;target_bboxes;ious;prompts
10;grasp_vlm_dataset/shovel14_cleanup_jpg.rf.a0d61a04255b21f6b1ce1fc83501b6d1.jpg;{'hand1': [0.029127025604248048, 0.08600931549072266, 0.9073299560546875, 0.9968436279296875], 'hand2': [0.029127025604248048, 0.08600931549072266, 0.9073299560546875, 0.9968436279296875]};{'hand1': {'x_1': 0.122, 'y_1': 0.391, 'x_2': 0.6165, 'y_2': 0.894}, 'hand2': {'x_1': 0.06, 'y_1': 0.838, 'x_2': 0.181, 'y_2': 0.9585}};{'hand1': 0.310956769844524, 'hand2': 0.018227963594441773};[['Where one entire hand can grab the shovel safely'], ['Where another entire hand can grab the shovel safely']]
11;grasp_vlm_dataset/wacker_1_jpg.rf.5dda08dc49f8d675a3b854916b020072.jpg;{'index': [0.2275366668701172, 0.6756556396484374, 0.3727813415527344, 0.9137262573242187]};{'index': {'x_1': 0.507, 'y_1': 0.556, 'x_2': 0.55, 'y_2': 0.5925}};{'index': 0.0};[['Where the index finger can press on the weed wacker safely']]
12;grasp_vlm_dataset/nail_7_jpg.rf.9dc74677883e77ba46532f2ca1a623d1.jpg;{'index': [0.456382568359375, 0.36473104858398436, 0.6478834228515625, 0.5505380249023437]};{'index': {'x_1': 0.414, 'y_1': 0.499, 'x_2': 0.439, 'y_2': 0.563}};{'index': 0.0};[['Where the index finger can press on the nail gun safely']]
13;grasp_vlm_dataset/saw_17_jpg.rf.8cea00ba8cd09c224ee1bc8c11f1d850.jpg;{'index': [0.07590236663818359, 0.061088157653808595, 0.9759685668945313, 0.42929669189453123]};{'index': {'x_1': 0.408, 'y_1': 0.219, 'x_2': 0.454, 'y_2': 0.2715}};{'index': 0.007287001042886814};[['Where the index finger can press on the circular saw safely']]
14;grasp_vlm_dataset/glue_1_jpg.rf.a220d443854a3ef9234dc726939df186.jpg;{'index': [0.3918126525878906, 0.4949840698242188, 0.5407625732421875, 0.7873673706054688]};{'index': {'x_1': 0.395, 'y_1': 0.543, 'x_2': 0.464, 'y_2': 0.693}};{'index': 0.23765530269209628};[['Where the index finger can press on the glue gun safely']]
15;grasp_vlm_dataset/drill_0_jpg.rf.ba4c73b312f6c2ad5dd8cd418de04264.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.437, 'y_1': 0.391, 'x_2': 0.53, 'y_2': 0.469}};{'index': 0.0};[['Where the index finger can press on the power drill safely']]
16;grasp_vlm_dataset/scissors4_jpg.rf.dab0db500f754d58518140ff137bacbe.jpg;{'index': [0.5797354736328125, 0.17718980407714843, 0.9863732299804687, 0.9906091918945312], 'thumb': [0.5797354736328125, 0.17718980407714843, 0.9863732299804687, 0.9906091918945312]};{'index': {'x_1': 0.856, 'y_1': 0.691, 'x_2': 0.9725, 'y_2': 0.9045}, 'thumb': {'x_1': 0.783, 'y_1': 0.818, 'x_2': 0.8575, 'y_2': 0.9655}};{'index': 0.0751971852716591, 'thumb': 0.03322202288263035};[['Placement for index finger on the pair of scissors'], ['Placement for thumb finger on the pair of scissors']]
17;grasp_vlm_dataset/solder_7_jpg.rf.b5b50901e473147c08c467bc4f9123e2.jpg;{'hand': [0.21664161682128907, 0.14068989562988282, 0.5234552001953126, 0.9379243774414062]};{'handle': {'x_1': 0.272, 'y_1': 0.217, 'x_2': 0.446, 'y_2': 0.515}};{'hand': 0.21198486503356326};[['Where an entire hand can grab the soldering iron safely']]
18;grasp_vlm_dataset/shovel13_cleanup_jpg.rf.099ffa836e56ab6a0a3339c1ac19477f.jpg;{'hand1': [0.0, 0.0, 0.0, 0.0], 'hand2': [0.0, 0.0, 0.0, 0.0]};{'hand1': {'x_1': 0.416, 'y_1': 0.283, 'x_2': 0.697, 'y_2': 0.567}, 'hand2': {'x_1': 0.773, 'y_1': 0.03, 'x_2': 0.9465, 'y_2': 0.1285}};{'hand1': 0.0, 'hand2': 0.0};[['Where one entire hand can grab the shovel safely'], ['Where another entire hand can grab the shovel safely']]
19;grasp_vlm_dataset/bolt_cutters20_cleanup_jpeg.rf.8a08e8840e5eeedc300f88f6e91bc9d1.jpg;{'hand1': [0.06415409851074219, 0.010642766952514648, 0.9134534912109376, 0.9912705688476563], 'hand2': [0.06415409851074219, 0.010642766952514648, 0.9134534912109376, 0.9912705688476563]};{'hand1': {'x_1': 0.663, 'y_1': 0.593, 'x_2': 0.903, 'y_2': 0.9725}, 'hand2': {'x_1': 0.038, 'y_1': 0.602, 'x_2': 0.2495, 'y_2': 0.9815}};{'hand1': 0.10935987536028964, 'hand2': 0.083461200880807};[['Where one entire hand can grab the bolt cutters safely'], ['Where another entire hand can grab the bolt cutters safely']]
20;grasp_vlm_dataset/solder_5_jpg.rf.aeacdfb866d8162a9184f451f439dc39.jpg;{'hand': [0.5246503295898437, 0.051279449462890626, 0.9006272583007813, 0.8420001220703125]};{'handle': {'x_1': 0.569, 'y_1': 0.473, 'x_2': 0.6365, 'y_2': 0.7395}};{'hand': 0.06050854322173193};[['Where an entire hand can grab the soldering iron safely']]
21;grasp_vlm_dataset/glue_7_jpg.rf.524b1983d4e2515f07237ccbd9eb3b5f.jpg;{'index': [0.3733521423339844, 0.05374825286865234, 0.7788712158203125, 0.6626734008789062]};{'index': {'x_1': 0.548, 'y_1': 0.476, 'x_2': 0.568, 'y_2': 0.5815}};{'index': 0.008544905398769407};[['Where the index finger can press on the glue gun safely']]
22;grasp_vlm_dataset/glue_12_jpg.rf.cdfbe1f2d17ae244966d3ff86816b964.jpg;{'index': [0.2691197814941406, 0.31202029418945315, 0.5512572631835938, 0.4589163818359375]};{'index': {'x_1': 0.476, 'y_1': 0.586, 'x_2': 0.57, 'y_2': 0.6455}};{'index': 0.0};[['Where the index finger can press on the glue gun safely']]
23;grasp_vlm_dataset/glue_0_jpg.rf.bdaaa9354a9ab3353743325f8762d122.jpg;{'index': [0.577479248046875, 0.34229800415039063, 0.662030517578125, 0.5972367553710938]};{'index': {'x_1': 0.622, 'y_1': 0.358, 'x_2': 0.663, 'y_2': 0.5505}};{'index': 0.3544231161476772};[['Where the index finger can press on the glue gun safely']]
24;grasp_vlm_dataset/wacker_2_jpg.rf.466b5868a2a12b97e0c5bcdcb4a911bb.jpg;{'index': [0.057706119537353516, 0.3508119506835938, 0.15738233947753907, 0.8284837646484375]};{'index': {'x_1': 0.455, 'y_1': 0.613, 'x_2': 0.4885, 'y_2': 0.6445}};{'index': 0.0};[['Where the index finger can press on the weed wacker safely']]
25;grasp_vlm_dataset/solder_8_jpg.rf.4248772bf693638c88e7b8cffc262d87.jpg;{'hand': [0.04365878295898438, 0.07674565124511719, 0.9805223388671875, 0.8299730224609375]};{'handle': {'x_1': 0.411, 'y_1': 0.224, 'x_2': 0.812, 'y_2': 0.575}};{'hand': 0.19945689346389403};[['Where an entire hand can grab the soldering iron safely']]
26;grasp_vlm_dataset/screwdriver_0_jpg.rf.6963bcb4474312976ebd792100fee60f.jpg;{'hand': [0.12201071166992188, 0.06235570907592773, 0.6463899536132812, 0.517478271484375]};{'handle': {'x_1': 0.122, 'y_1': 0.064, 'x_2': 0.6475, 'y_2': 0.518}};{'hand': 0.9931312852300516};[['Where an entire hand can grab the screwdriver safely']]
27;grasp_vlm_dataset/chainsaw13_cleanup_jpg.rf.200472842d39e5a0f44efb3d50095ddb.jpg;{'hand1': [0.03210308456420898, 0.18973179626464845, 0.5964570922851562, 0.9978992919921875], 'hand2': [0.03210308456420898, 0.18973179626464845, 0.5964570922851562, 0.9978992919921875]};{'hand1': {'x_1': 0.202, 'y_1': 0.195, 'x_2': 0.2845, 'y_2': 0.266}, 'hand2': {'x_1': 0.361, 'y_1': 0.302, 'x_2': 0.462, 'y_2': 0.394}};{'hand1': 0.012842787731942393, 'hand2': 0.02037305738031734};[['Where one entire hand can grab the chainsaw safely'], ['Where another entire hand can grab the chainsaw safely']]
28;grasp_vlm_dataset/saw_2_jpg.rf.69266212c061ba678b53eb8f930b6d81.jpg;{'index': [0.616056396484375, 0.4712412414550781, 0.8163551635742188, 0.596516357421875]};{'index': {'x_1': 0.452, 'y_1': 0.204, 'x_2': 0.5075, 'y_2': 0.2375}};{'index': 0.0};[['Where the index finger can press on the circular saw safely']]
29;grasp_vlm_dataset/darts20_jpg.rf.a9ce2492be61a217827a69a4d4c6c301.jpg;{'index': [0.053689765930175784, 0.3916378173828125, 0.9444136962890625, 0.6517069702148437], 'thumb': [0.053689765930175784, 0.3916378173828125, 0.9444136962890625, 0.6517069702148437]};{'index': {'x_1': 0.446, 'y_1': 0.497, 'x_2': 0.748, 'y_2': 0.5185}, 'thumb': {'x_1': 0.448, 'y_1': 0.535, 'x_2': 0.752, 'y_2': 0.552}};{'index': 0.028029376654560664, 'thumb': 0.02230953620064221};[['Placement for index finger on the dart'], ['Placement for thumb finger on the dart']]
30;grasp_vlm_dataset/top_bar6_jpg.rf.ed95d1fbc5c4f9b6e6eacd8da23c17ad.jpg;{'hand': [0.262934326171875, 0.33783023071289064, 0.74283056640625, 0.5680665893554687]};{'handle': {'x_1': 0.546, 'y_1': 0.452, 'x_2': 0.636, 'y_2': 0.4805}};{'hand': 0.023214862410454465};[['Where an entire hand can grab the top drawer with a horizontal bar handle safely']]
31;grasp_vlm_dataset/darts2_jpg.rf.0d3a2b36e9bbcc0321ba939067fbe4ad.jpg;{'index': [0.22580218505859376, 0.06765632629394532, 0.48526202392578127, 0.4627436218261719], 'thumb': [0.22580218505859376, 0.06765632629394532, 0.48526202392578127, 0.4627436218261719]};{'index': {'x_1': 0.441, 'y_1': 0.358, 'x_2': 0.4805, 'y_2': 0.4475}, 'thumb': {'x_1': 0.415, 'y_1': 0.384, 'x_2': 0.471, 'y_2': 0.462}};{'index': 0.03448711952510193, 'thumb': 0.042610773802601025};[['Placement for index finger on the dart'], ['Placement for thumb finger on the dart']]
32;grasp_vlm_dataset/solder_10_jpg.rf.b9d560d90e1b1dfc452fbed7c535edd6.jpg;{'hand': [0.018661022186279297, 0.3428903503417969, 0.9652614135742188, 0.8681845703125]};{'handle': {'x_1': 0.065, 'y_1': 0.494, 'x_2': 0.552, 'y_2': 0.863}};{'hand': 0.3613982336259009};[['Where an entire hand can grab the soldering iron safely']]
33;grasp_vlm_dataset/drill_19_jpg.rf.920f264a0f04e7b90ea570a0dde84b9d.jpg;{'index': [0.5162054443359375, 0.03622703552246094, 0.8750830688476563, 0.8981687622070312]};{'index': {'x_1': 0.549, 'y_1': 0.481, 'x_2': 0.62, 'y_2': 0.5195}};{'index': 0.008836795225031993};[['Where the index finger can press on the power drill safely']]
34;grasp_vlm_dataset/bowl_ball20_jpg.rf.0f5f7bb551f3f763aa86c5cdc4a9ff51.jpg;{'index': [0.24287562561035156, 0.6765910034179687, 0.4577105712890625, 0.9797835693359375], 'thumb': [0.24287562561035156, 0.6765910034179687, 0.4577105712890625, 0.9797835693359375]};{'index': {'x_1': 0.316, 'y_1': 0.421, 'x_2': 0.358, 'y_2': 0.4905}, 'thumb': {'x_1': 0.271, 'y_1': 0.403, 'x_2': 0.2945, 'y_2': 0.4335}};{'index': 0.0, 'thumb': 0.0};[['Placement for index finger on the bowling ball'], ['Placement for thumb finger on the bowling ball']]
35;grasp_vlm_dataset/lever_handle10_jpg.rf.729f9985f377ce86b56bb5ce68667341.jpg;{'hand': [0.12876737976074218, 0.05562691879272461, 0.6989452514648438, 0.9994199829101562]};{'handle': {'x_1': 0.468, 'y_1': 0.4, 'x_2': 0.5595, 'y_2': 0.4595}};{'hand': 0.010116980660824223};[['Where an entire hand can grab the door with a horizontal lever handle safely']]
36;grasp_vlm_dataset/solder_6_jpg.rf.499bbc70e04e0630ae65830628e389af.jpg;{'hand': [0.0, 0.0, 0.0, 0.0]};{'handle': {'x_1': 0.495, 'y_1': 0.64, 'x_2': 0.775, 'y_2': 0.827}};{'hand': 0.0};[['Where an entire hand can grab the soldering iron safely']]
37;grasp_vlm_dataset/saw_1_jpg.rf.a70ca9eb7088f269f02058a9c5179f96.jpg;{'index': [0.32328302001953124, 0.1263798370361328, 0.6088563232421875, 0.30781198120117187]};{'index': {'x_1': 0.336, 'y_1': 0.289, 'x_2': 0.396, 'y_2': 0.3335}};{'index': 0.02115549614961925};[['Where the index finger can press on the circular saw safely']]
38;grasp_vlm_dataset/lever_handle1_jpg.rf.6a225844c420ed6beb00f7bf2a903412.jpg;{'hand': [0.1596599578857422, 0.05946414566040039, 0.8759746704101562, 0.9698497924804688]};{'handle': {'x_1': 0.723, 'y_1': 0.58, 'x_2': 0.81, 'y_2': 0.5995}};{'hand': 0.0026015045551879717};[['Where an entire hand can grab the door with a horizontal lever handle safely']]
39;grasp_vlm_dataset/rnd_door9_jpg.rf.0c64191221f26a78a44fe89db56f5242.jpg;{'hand': [0.7753104248046875, 0.6688706665039063, 0.8279401245117187, 0.75227001953125]};{'handle': {'x_1': 0.77, 'y_1': 0.715, 'x_2': 0.81, 'y_2': 0.74}};{'hand': 0.19178041408772856};[['Where an entire hand can grab the door with a round handle safely']]
40;grasp_vlm_dataset/solder_1_jpg.rf.14db74172cf94ea79b5fc91233fe801f.jpg;{'hand': [0.07691145324707031, 0.02564609146118164, 0.694445556640625, 0.993842529296875]};{'handle': {'x_1': 0.283, 'y_1': 0.313, 'x_2': 0.5685, 'y_2': 0.7755}};{'hand': 0.22084797558911262};[['Where an entire hand can grab the soldering iron safely']]
41;grasp_vlm_dataset/top_bar7_jpg.rf.c1a65f421d3e8ba6288e93fce966c145.jpg;{'hand': [0.42285513305664063, 0.7397633056640625, 0.5269052734375, 0.7886118774414063]};{'handle': {'x_1': 0.39, 'y_1': 0.358, 'x_2': 0.55, 'y_2': 0.3925}};{'hand': 0.0};[['Where an entire hand can grab the top drawer with a horizontal bar handle safely']]
42;grasp_vlm_dataset/wrench_6_jpg.rf.4e8676d4832153540267a96a78ae2c6f.jpg;{'hand': [0.010085201263427735, 0.07091360473632813, 0.987037109375, 0.8238627319335937]};{'handle': {'x_1': 0.305, 'y_1': 0.097, 'x_2': 0.966, 'y_2': 0.6055}};{'hand': 0.4569341287844197};[['Where an entire hand can grab the wrench safely']]
43;grasp_vlm_dataset/scissors19_jpg.rf.5f0e204097a7f0b77e9912d69812ed06.jpg;{'index': [0.1808640594482422, 0.04463477325439453, 0.9997449951171875, 0.8071190185546875], 'thumb': [0.1808640594482422, 0.04463477325439453, 0.9997449951171875, 0.8071190185546875]};{'index': {'x_1': 0.527, 'y_1': 0.311, 'x_2': 0.9815, 'y_2': 0.6335}, 'thumb': {'x_1': 0.281, 'y_1': 0.498, 'x_2': 0.6045, 'y_2': 0.804}};{'index': 0.23475344352351168, 'thumb': 0.15854190653558098};[['Placement for index finger on the pair of scissors'], ['Placement for thumb finger on the pair of scissors']]
44;grasp_vlm_dataset/syringe6_jpg.rf.d70a0897d3502ec98df645daabc7089c.jpg;{'index': [0.10830431365966797, 0.12568860626220704, 0.8540935668945312, 0.8210172729492188], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.434, 'y_1': 0.329, 'x_2': 0.75, 'y_2': 0.416}, 'thumb': {'x_1': 0.713, 'y_1': 0.127, 'x_2': 0.8495, 'y_2': 0.1835}};{'index': 0.05301516039339316, 'thumb': 0.0};[['Placement for index finger on the syringe'], ['Placement for thumb finger on the syringe']]
45;grasp_vlm_dataset/vertical_bar5_jpg.rf.e67501751d54aa17d9a0556137cc16f5.jpg;{'hand': [0.2647240600585937, 0.5294381103515625, 0.3077460021972656, 0.6805888061523437]};{'handle': {'x_1': 0.275, 'y_1': 0.609, 'x_2': 0.288, 'y_2': 0.6665}};{'hand': 0.11495054493384697};[['Where an entire hand can grab the door with a vertical bar handle safely']]
46;grasp_vlm_dataset/drill_4_jpg.rf.eee2451241d6df5a9586a83792685b3c.jpg;{'index': [0.31319622802734376, 0.129941650390625, 0.9212822265625, 0.8603876342773438]};{'index': {'x_1': 0.45, 'y_1': 0.369, 'x_2': 0.5025, 'y_2': 0.39}};{'index': 0.002482135516357836};[['Where the index finger can press on the power drill safely']]
47;grasp_vlm_dataset/lever_handle2_jpg.rf.32fd38f14cd1195fd5d20ff4c2b11e66.jpg;{'hand': [0.3913367004394531, 0.5756994018554688, 0.48212237548828124, 0.6007650146484375]};{'handle': {'x_1': 0.41, 'y_1': 0.583, 'x_2': 0.487, 'y_2': 0.5945}};{'hand': 0.35571060903830876};[['Where an entire hand can grab the door with a horizontal lever handle safely']]
48;grasp_vlm_dataset/wacker_18_jpg.rf.41d2fb010ed2d56c7f79bd0c1d4e7d6e.jpg;{'index': [0.8379284057617188, 0.5598694458007812, 0.86439404296875, 0.5935654907226563]};{'index': {'x_1': 0.616, 'y_1': 0.347, 'x_2': 0.6315, 'y_2': 0.3815}};{'index': 0.0};[['Where the index finger can press on the weed wacker safely']]
49;grasp_vlm_dataset/bolt_cutters14_cleanup_jpeg.rf.015a8b71f942bf085c42a920f0723221.jpg;{'hand1': [0.3741513671875, 0.6489257202148437, 0.46389126586914065, 0.9279011840820313], 'hand2': [0.3741513671875, 0.6489257202148437, 0.46389126586914065, 0.9279011840820313]};{'hand1': {'x_1': 0.764, 'y_1': 0.253, 'x_2': 0.9085, 'y_2': 0.4305}, 'hand2': {'x_1': 0.088, 'y_1': 0.069, 'x_2': 0.195, 'y_2': 0.2805}};{'hand1': 0.0, 'hand2': 0.0};[['Where one entire hand can grab the bolt cutters safely'], ['Where another entire hand can grab the bolt cutters safely']]
50;grasp_vlm_dataset/saw_18_jpg.rf.bb169df64c0e578888af667484ad0e9b.jpg;{'index': [0.4048958435058594, 0.6189286499023438, 0.4755872802734375, 0.7946033935546875]};{'index': {'x_1': 0.586, 'y_1': 0.38, 'x_2': 0.608, 'y_2': 0.4305}};{'index': 0.0};[['Where the index finger can press on the circular saw safely']]
51;grasp_vlm_dataset/solder_11_jpg.rf.61a9b0a78f8d7344ec0a94a9e44348df.jpg;{'hand': [0.535248779296875, 0.0, 0.919241943359375, 0.16206651306152345]};{'handle': {'x_1': 0.641, 'y_1': 0.121, 'x_2': 0.896, 'y_2': 0.4135}};{'hand': 0.08288190652659752};[['Where an entire hand can grab the soldering iron safely']]
52;grasp_vlm_dataset/bow13_jpg.rf.61ec96aa8ae181f31ecaf61633dc3155.jpg;{'index': [0.6042783203125, 0.62804931640625, 0.8293287353515625, 0.953421630859375], 'thumb': [0.6042783203125, 0.62804931640625, 0.8293287353515625, 0.953421630859375]};{'index': {'x_1': 0.63, 'y_1': 0.667, 'x_2': 0.7125, 'y_2': 0.7845}, 'thumb': {'x_1': 0.673, 'y_1': 0.753, 'x_2': 0.7125, 'y_2': 0.811}};{'index': 0.13238275057887627, 'thumb': 0.03128705419225849};[['Placement for index finger on the violin bow'], ['Placement for thumb finger on the violin bow']]
53;grasp_vlm_dataset/hammer_12_jpg.rf.db41f3ed9ddd7ce1779e4e157c0a114c.jpg;{'hand': [0.0, 0.0, 0.0, 0.0]};{'handle': {'x_1': 0.38, 'y_1': 0.525, 'x_2': 0.4485, 'y_2': 0.817}};{'hand': 0.0};[['Where an entire hand can grab the hammer safely']]
54;grasp_vlm_dataset/darts8_jpg.rf.c62b4e835fc04381c1b5fd06c9240a0a.jpg;{'index': [0.39769854736328125, 0.38750338745117185, 0.6216089477539063, 0.5839139404296875], 'thumb': [0.39769854736328125, 0.38750338745117185, 0.6216089477539063, 0.5839139404296875]};{'index': {'x_1': 0.497, 'y_1': 0.404, 'x_2': 0.6125, 'y_2': 0.473}, 'thumb': {'x_1': 0.465, 'y_1': 0.537, 'x_2': 0.6135, 'y_2': 0.582}};{'index': 0.18121410149778547, 'thumb': 0.15194971243603114};[['Placement for index finger on the dart'], ['Placement for thumb finger on the dart']]
55;grasp_vlm_dataset/chainsaw10_cleanup_jpg.rf.6d0b2d84e599b563c942dcf3e1c95deb.jpg;{'hand1': [0.3847044677734375, 0.0593292236328125, 0.8807508544921875, 0.7825524291992187], 'hand2': [0.3847044677734375, 0.0593292236328125, 0.8807508544921875, 0.7825524291992187]};{'hand1': {'x_1': 0.545, 'y_1': 0.065, 'x_2': 0.678, 'y_2': 0.6995}, 'hand2': {'x_1': 0.772, 'y_1': 0.203, 'x_2': 0.8705, 'y_2': 0.3}};{'hand1': 0.23522778780841458, 'hand2': 0.026632584992214537};[['Where one entire hand can grab the chainsaw safely'], ['Where another entire hand can grab the chainsaw safely']]
56;grasp_vlm_dataset/shovel20_cleanup_jpg.rf.2f886eecca28d606b2b569b63d18fe0b.jpg;{'hand1': [0.228346923828125, 0.11331949615478516, 0.789033203125, 0.8812427978515625], 'hand2': [0.228346923828125, 0.11331949615478516, 0.789033203125, 0.8812427978515625]};{'hand1': {'x_1': 0.646, 'y_1': 0.128, 'x_2': 0.7655, 'y_2': 0.287}, 'hand2': {'x_1': 0.409, 'y_1': 0.446, 'x_2': 0.549, 'y_2': 0.648}};{'hand1': 0.044129322016215056, 'hand2': 0.06568128347246459};[['Where one entire hand can grab the shovel safely'], ['Where another entire hand can grab the shovel safely']]
57;grasp_vlm_dataset/shovel3_cleanup_jpg.rf.925242fb7f6ce60391713d96401c2296.jpg;{'hand1': [0.025695133209228515, 0.09082994842529298, 0.9784540405273437, 0.9644251098632812], 'hand2': [0.025695133209228515, 0.09082994842529298, 0.9784540405273437, 0.9644251098632812]};{'hand1': {'x_1': 0.038, 'y_1': 0.099, 'x_2': 0.196, 'y_2': 0.2465}, 'hand2': {'x_1': 0.279, 'y_1': 0.318, 'x_2': 0.68, 'y_2': 0.7145}};{'hand1': 0.027999860630737082, 'hand2': 0.19102681144711386};[['Where one entire hand can grab the shovel safely'], ['Where another entire hand can grab the shovel safely']]
58;grasp_vlm_dataset/hammer_3_jpg.rf.19078c2ac0de3ccda23c6fe59a99e1d8.jpg;{'hand': [0.3827938537597656, 0.09034471893310547, 0.6499624633789063, 0.8122085571289063]};{'handle': {'x_1': 0.465, 'y_1': 0.418, 'x_2': 0.577, 'y_2': 0.8145}};{'hand': 0.2286261029274389};[['Where an entire hand can grab the hammer safely']]
59;grasp_vlm_dataset/vertical_bar3_jpg.rf.7f2561c534677fb42dc26c91251dca50.jpg;{'hand': [0.37340310668945315, 0.06745281219482421, 0.9956649169921875, 1.0]};{'handle': {'x_1': 0.666, 'y_1': 0.435, 'x_2': 0.792, 'y_2': 0.6885}};{'hand': 0.055043310232314124};[['Where an entire hand can grab the door with a vertical bar handle safely']]
60;grasp_vlm_dataset/allen_16_jpg.rf.db00704a0d999fecc20f963457a75906.jpg;{'hand': [0.0, 0.11697978973388672, 0.7047048950195313, 0.9882203979492188]};{'handle': {'x_1': 0.606, 'y_1': 0.171, 'x_2': 0.7295, 'y_2': 0.928}};{'hand': 0.11808943751655375};[['Where an entire hand can grab the allen key safely']]
61;grasp_vlm_dataset/saw_14_jpg.rf.7aaa3383b9fbd2a17659de103084c081.jpg;{'index': [0.0006362438201904297, 0.02709813117980957, 0.9325230712890625, 0.9690590209960938]};{'index': {'x_1': 0.407, 'y_1': 0.173, 'x_2': 0.4235, 'y_2': 0.2655}};{'index': 0.0017387199322663471};[['Where the index finger can press on the circular saw safely']]
