img_id;img_path;pred_bboxes;target_bboxes;ious;prompts
10;grasp_vlm_dataset/darts4_jpg.rf.e185762bf6904ef83bb9ff868a62c979.jpg;{'index': [0.4085589599609375, 0.4162342529296875, 0.8591785888671875, 0.6159241333007812], 'thumb': [0.6775623168945313, 0.41608013916015624, 0.8562128295898438, 0.6149060668945312]};{'index': {'x_1': 0.451, 'y_1': 0.491, 'x_2': 0.5575, 'y_2': 0.5035}, 'thumb': {'x_1': 0.455, 'y_1': 0.518, 'x_2': 0.556, 'y_2': 0.5325}};{'index': 0.014794267204738455, 'thumb': 0.0};[['Where the index finger goes on the dart'], ['Where the thumb finger goes on the dart']]
11;grasp_vlm_dataset/bowl_ball9_jpg.rf.0a63e27d943cccfc0fc830f2e4e163af.jpg;{'index': [0.06197957992553711, 0.14834397888183593, 0.9012283325195313, 0.758921630859375], 'thumb': [0.6374855346679688, 0.6269033813476562, 0.756461181640625, 0.7053922729492188]};{'thumb': {'x_1': 0.067, 'y_1': 0.521, 'x_2': 0.1485, 'y_2': 0.628}, 'index': {'x_1': 0.618, 'y_1': 0.629, 'x_2': 0.7445, 'y_2': 0.7465}};{'index': 0.02900659713939475, 'thumb': 0.0};[['Where the index finger goes on the bowling ball'], ['Where the thumb finger goes on the bowling ball']]
12;grasp_vlm_dataset/screwdriver_12_jpg.rf.ab37f13129d7e7b02a4ca26782785fb6.jpg;{'hand': [0.45866372680664064, 0.051143455505371097, 0.5458486328125, 0.4994458923339844]};{'handle': {'x_1': 0.463, 'y_1': 0.054, 'x_2': 0.5435, 'y_2': 0.4915}};{'hand': 0.9010762323935692};[['Where an entire hand can grab the screwdriver safely']]
13;grasp_vlm_dataset/drill_4_jpg.rf.eee2451241d6df5a9586a83792685b3c.jpg;{'hand': [0.31319622802734376, 0.129941650390625, 0.9212822265625, 0.8603876342773438]};{'index': {'x_1': 0.45, 'y_1': 0.369, 'x_2': 0.5025, 'y_2': 0.39}};{'hand': 0.0};[['Where the index finger can press on the power drill safely']]
14;grasp_vlm_dataset/allen_19_jpg.rf.864dd896f0a038dd96e4470bcfd91f6c.jpg;{'hand': [0.279572265625, 0.3480306396484375, 0.80320361328125, 0.6325565795898438]};{'handle': {'x_1': 0.28, 'y_1': 0.361, 'x_2': 0.6515, 'y_2': 0.632}};{'hand': 0.6757415196864672};[['Where an entire hand can grab the allen key safely']]
15;grasp_vlm_dataset/bolt_cutters5_jpeg.rf.dfd7e7d9d37af37ca6e0f3ff9c35b7fe.jpg;{'left': [0.4115593872070312, 0.6459064331054688, 0.6058818359375, 0.9832471313476563], 'right': [0.32668548583984375, 0.008292722702026366, 0.6243599853515625, 0.9874851684570313]};{'right': {'x_1': 0.581, 'y_1': 0.057, 'x_2': 0.656, 'y_2': 0.222}, 'left': {'x_1': 0.331, 'y_1': 0.01, 'x_2': 0.425, 'y_2': 0.1925}};{'left': 0.0, 'right': 0.02411313811048822};[['Where the entire left hand can grab the bolt cutters safely'], ['Where the entire right hand can grab the bolt cutters safely near the green star']]
16;grasp_vlm_dataset/bot_rnd4_jpg.rf.76c8799a9e03f401270000dc4691e1e3.jpg;{'hand': [0.0011666297912597656, 0.5273414916992187, 0.9993570556640625, 1.0]};{'handle': {'x_1': 0.409, 'y_1': 0.701, 'x_2': 0.537, 'y_2': 0.815}};{'hand': 0.03092814985431698};[['Where an entire hand can grab the bottom drawer with a round handle safely']]
17;grasp_vlm_dataset/wrench_8_jpg.rf.adc939651c9fb5bc06b5fc7b898bdcc0.jpg;{'hand': [0.04054608535766602, 0.10583553314208985, 0.985701416015625, 0.9493902587890625]};{'handle': {'x_1': 0.173, 'y_1': 0.18, 'x_2': 0.894, 'y_2': 0.821}};{'hand': 0.5796646861331998};[['Where an entire hand can grab the wrench safely']]
18;grasp_vlm_dataset/wrench_13_jpg.rf.40b1fa117433ca5a119417d93bb81c0f.jpg;{'hand': [0.3078782043457031, 0.13840711975097655, 0.6570322875976562, 0.808987060546875]};{'handle': {'x_1': 0.458, 'y_1': 0.301, 'x_2': 0.6465, 'y_2': 0.795}};{'hand': 0.39771376285487847};[['Where an entire hand can grab the wrench safely']]
19;grasp_vlm_dataset/wrench_16_jpg.rf.12243ea8b26ceccdd1e8319ebcf2e0f0.jpg;{'hand': [0.06932091522216798, 0.2769834289550781, 0.8650575561523437, 0.7383617553710937]};{'handle': {'x_1': 0.27, 'y_1': 0.277, 'x_2': 0.863, 'y_2': 0.6205}};{'hand': 0.5548235529203653};[['Where an entire hand can grab the wrench safely']]
20;grasp_vlm_dataset/wrench_1_jpg.rf.7d53a6ddd00fecc434ec65c123a93f3d.jpg;{'hand': [0.04992453002929687, 0.5466639404296875, 0.23955593872070313, 0.6460167846679687]};{'handle': {'x_1': 0.427, 'y_1': 0.441, 'x_2': 0.975, 'y_2': 0.7015}};{'hand': 0.0};[['Where an entire hand can grab the wrench safely']]
21;grasp_vlm_dataset/drill_10_jpg.rf.630a7c5082ccf4850afde2ebfcc67798.jpg;{'hand': [0.9079152221679687, 0.46399923706054685, 1.0, 0.5479938354492188]};{'index': {'x_1': 0.466, 'y_1': 0.406, 'x_2': 0.4885, 'y_2': 0.4695}};{'hand': 0.0};[['Where the index finger can press on the power drill safely']]
22;grasp_vlm_dataset/rnd_door13_jpg.rf.ae363c424ddbf2d4d88e5f2b6f4efdb8.jpg;{'hand': [0.0005253314971923828, 0.0, 0.78040576171875, 0.9848472900390625]};{'handle': {'x_1': 0.423, 'y_1': 0.417, 'x_2': 0.6295, 'y_2': 0.638}};{'hand': 0.05941764201530373};[['Where an entire hand can grab the door with a round handle safely']]
23;grasp_vlm_dataset/glue_15_jpg.rf.6a95976744a461ee77b747f9e9c0ea1d.jpg;{'hand': [0.09259135437011719, 0.45191427612304685, 0.2845511169433594, 0.7743490600585937]};{'index': {'x_1': 0.53, 'y_1': 0.55, 'x_2': 0.576, 'y_2': 0.692}};{'hand': 0.0};[['Where the index finger can press on the glue gun safely']]
24;grasp_vlm_dataset/nail_16_jpg.rf.1b707bdb9c03991344eda63f6f11fb61.jpg;{'hand': [0.09708743286132812, 0.17827880859375, 0.36680398559570315, 0.5232496337890625]};{'index': {'x_1': 0.451, 'y_1': 0.348, 'x_2': 0.512, 'y_2': 0.4}};{'hand': 0.0};[['Where the index finger can press on the nail gun safely']]
25;grasp_vlm_dataset/syringe17_jpg.rf.390c0d625bb7b8c6d48f8c95621bc59f.jpg;{'index': [0.03982482147216797, 0.11832675933837891, 0.3680612182617187, 0.40011801147460935], 'thumb': [0.03982482147216797, 0.11832675933837891, 0.3680612182617187, 0.40011801147460935]};{'thumb': {'x_1': 0.048, 'y_1': 0.124, 'x_2': 0.102, 'y_2': 0.214}, 'index': {'x_1': 0.233, 'y_1': 0.206, 'x_2': 0.334, 'y_2': 0.393}};{'index': 0.2041967083360439, 'thumb': 0.05254386628438465};[['Where the index finger goes on the syringe'], ['Where the thumb finger goes on the syringe']]
26;grasp_vlm_dataset/bowl_ball5_jpg.rf.892f5a31c5b2fbe2c81bc9fe8b886e36.jpg;{'index': [0.9018366088867188, 0.0004796266555786133, 1.0, 0.407072265625], 'thumb': [0.4849783630371094, 0.06362340545654296, 0.9516270141601563, 0.7264212036132812]};{'thumb': {'x_1': 0.554, 'y_1': 0.366, 'x_2': 0.618, 'y_2': 0.4735}, 'index': {'x_1': 0.57, 'y_1': 0.084, 'x_2': 0.673, 'y_2': 0.1495}};{'index': 0.0, 'thumb': 0.02224422946175183};[['Where the index finger goes on the bowling ball'], ['Where the thumb finger goes on the bowling ball']]
27;grasp_vlm_dataset/chainsaw7_jpg.rf.565275ec50efa4026e4e90232c1f2e30.jpg;{'left': [0.30514434814453123, 0.030217790603637697, 0.9608035278320313, 0.926089111328125], 'right': [0.30514434814453123, 0.030217790603637697, 0.9608035278320313, 0.926089111328125]};{'left': {'x_1': 0.32, 'y_1': 0.417, 'x_2': 0.898, 'y_2': 0.6315}, 'right': {'x_1': 0.536, 'y_1': 0.741, 'x_2': 0.6825, 'y_2': 0.9265}};{'left': 0.21107235467547217, 'right': 0.046158343095202795};[['Where the entire left hand can grab the chainsaw safely'], ['Where the entire right hand can grab the chainsaw safely near the green star']]
28;grasp_vlm_dataset/allen_11_jpg.rf.2b8fb086f4e451a865876d6fc703212d.jpg;{'hand': [0.32595474243164063, 0.05503542709350586, 0.8720765991210937, 0.9599388427734376]};{'handle': {'x_1': 0.329, 'y_1': 0.06, 'x_2': 0.761, 'y_2': 0.174}};{'hand': 0.09965447661464191};[['Where an entire hand can grab the allen key safely']]
29;grasp_vlm_dataset/bolt_cutters15_jpeg.rf.ef42d9509414ad9c8a4903f9dca0cd5b.jpg;{'left': [0.039754566192626954, 0.4763447265625, 0.16953683471679687, 0.5784405517578125], 'right': [0.09691200256347657, 0.0017792224884033204, 0.8181909790039062, 0.9677210083007812]};{'right': {'x_1': 0.703, 'y_1': 0.052, 'x_2': 0.82, 'y_2': 0.241}, 'left': {'x_1': 0.228, 'y_1': 0.053, 'x_2': 0.3335, 'y_2': 0.2325}};{'left': 0.0, 'right': 0.03123294761971597};[['Where the entire left hand can grab the bolt cutters safely near the green star'], ['Where the entire right hand can grab the bolt cutters safely']]
30;grasp_vlm_dataset/multimeter12_jpg.rf.3dd21ca931f46f4f909297646de2c6c1.jpg;{'left': [0.28785791015625, 0.21933953857421876, 0.6183535766601562, 0.5920368041992188], 'right': [0.28785791015625, 0.21933953857421876, 0.6183535766601562, 0.5920368041992188]};{'left': {'x_1': 0.167, 'y_1': 0.649, 'x_2': 0.232, 'y_2': 0.884}, 'right': {'x_1': 0.235, 'y_1': 0.645, 'x_2': 0.3025, 'y_2': 0.8825}};{'left': 0.0, 'right': 0.0};[['Where the entire left hand can grab the multimeter with red and black leads safely near the green star'], ['Where the entire right hand can grab the multimeter with red and black leads safely']]
31;grasp_vlm_dataset/top_rnd5_jpg.rf.d99c25f8f9c36e5930a8492b0d5b5a7d.jpg;{'hand': [0.5111873168945312, 0.30086077880859374, 0.6401837158203125, 0.4177118835449219]};{'handle': {'x_1': 0.508, 'y_1': 0.3, 'x_2': 0.643, 'y_2': 0.419}};{'hand': 0.9382739944902356};[['Where an entire hand can grab the top drawer with a round handle safely']]
32;grasp_vlm_dataset/wacker_4_jpg.rf.15a736a71eeb7d9dfdbb844dd9933428.jpg;{'hand': [0.4814267883300781, 0.06618895721435547, 0.571901123046875, 0.4338569641113281]};{'index': {'x_1': 0.485, 'y_1': 0.539, 'x_2': 0.505, 'y_2': 0.58}};{'hand': 0.0};[['Where the index finger can press on the weed wacker safely']]
33;grasp_vlm_dataset/darts19_jpg.rf.6029ff9335d6fa4f90a81125412346d8.jpg;{'index': [0.0, 0.2718846435546875, 0.44767071533203123, 0.5428069458007813], 'thumb': [0.0, 0.2718846435546875, 0.44767071533203123, 0.5428069458007813]};{'index': {'x_1': 0.0, 'y_1': 0.291, 'x_2': 0.4265, 'y_2': 0.467}, 'thumb': {'x_1': 0.0, 'y_1': 0.415, 'x_2': 0.409, 'y_2': 0.537}};{'index': 0.6189110835285683, 'thumb': 0.41141459615672643};[['Where the index finger goes on the dart'], ['Where the thumb finger goes on the dart']]
34;grasp_vlm_dataset/nail_5_jpg.rf.c77e61420f71cf91da10ed3daf640b89.jpg;{'hand': [0.47144021606445313, 0.3498423767089844, 0.55036962890625, 0.4560400085449219]};{'index': {'x_1': 0.473, 'y_1': 0.356, 'x_2': 0.525, 'y_2': 0.4265}};{'hand': 0.0};[['Where the index finger can press on the nail gun safely']]
35;grasp_vlm_dataset/saw_3_jpg.rf.ad4e2276b34ec00dab9465a14fd8f064.jpg;{'hand': [0.1896412353515625, 0.0013764381408691406, 0.9109627685546875, 0.5945368041992187]};{'index': {'x_1': 0.405, 'y_1': 0.181, 'x_2': 0.443, 'y_2': 0.2265}};{'hand': 0.0};[['Where the index finger can press on the circular saw safely']]
36;grasp_vlm_dataset/allen_7_jpg.rf.ff74d1c9a007a8178cb3005e132148c2.jpg;{'hand': [0.5958936157226562, 0.03396954727172852, 0.9809200439453125, 0.517838134765625]};{'handle': {'x_1': 0.689, 'y_1': 0.035, 'x_2': 0.976, 'y_2': 0.511}};{'hand': 0.7332817563092836};[['Where an entire hand can grab the allen key safely']]
37;grasp_vlm_dataset/allen_12_jpg.rf.6cdaf4594425e8dc2a1050bb4332f572.jpg;{'hand': [0.28344149780273437, 0.23646408081054687, 0.8295155029296875, 0.8888776245117187]};{'handle': {'x_1': 0.474, 'y_1': 0.285, 'x_2': 0.813, 'y_2': 0.885}};{'hand': 0.5709216039382712};[['Where an entire hand can grab the allen key safely']]
38;grasp_vlm_dataset/bow12_jpg.rf.e8b52a7a2257a75f75559a30a57710f2.jpg;{'index': [0.16999612426757812, 0.3185257873535156, 0.8008583984375, 0.7382554321289062], 'thumb': [0.16999612426757812, 0.3185257873535156, 0.8008583984375, 0.7382554321289062]};{'thumb': {'x_1': 0.495, 'y_1': 0.556, 'x_2': 0.564, 'y_2': 0.6215}, 'index': {'x_1': 0.454, 'y_1': 0.488, 'x_2': 0.5995, 'y_2': 0.578}};{'index': 0.04945398602924693, 'thumb': 0.017068139737241802};[['Where the index finger goes on the violin bow'], ['Where the thumb finger goes on the violin bow']]
39;grasp_vlm_dataset/darts5_jpg.rf.3161a212cec39eb6bc2399b195e56925.jpg;{'index': [0.03045663833618164, 0.0, 0.6773709716796875, 0.9495872802734375], 'thumb': [0.5635541381835938, 0.7137360229492188, 0.672329833984375, 0.870377685546875]};{'index': {'x_1': 0.411, 'y_1': 0.401, 'x_2': 0.5875, 'y_2': 0.714}, 'thumb': {'x_1': 0.369, 'y_1': 0.42, 'x_2': 0.553, 'y_2': 0.7165}};{'index': 0.08993057805529434, 'thumb': 0.0};[['Where the index finger goes on the dart'], ['Where the thumb finger goes on the dart']]
40;grasp_vlm_dataset/scissors7_jpg.rf.68511979cb77432f90a047d4950ef71b.jpg;{'index': [0.08166461181640625, 0.022774267196655273, 0.9751854248046875, 0.9973524169921875], 'thumb': [0.50946533203125, 0.25209056091308596, 0.9668726196289062, 0.5855145874023437]};{'thumb': {'x_1': 0.337, 'y_1': 0.617, 'x_2': 0.5125, 'y_2': 0.8375}, 'index': {'x_1': 0.653, 'y_1': 0.346, 'x_2': 0.931, 'y_2': 0.4975}};{'index': 0.04836554495038716, 'thumb': 0.0};[['Where the index finger goes on the pair of scissors'], ['Where the thumb finger goes on the pair of scissors']]
41;grasp_vlm_dataset/syringe5_jpg.rf.6e7c490c52e71c8a2910186668410100.jpg;{'index': [0.2536664123535156, 0.24529112243652343, 0.5909506225585938, 0.6775336303710937], 'thumb': [0.2536664123535156, 0.24529112243652343, 0.5909506225585938, 0.6775336303710937]};{'thumb': {'x_1': 0.099, 'y_1': 0.712, 'x_2': 0.173, 'y_2': 0.841}, 'index': {'x_1': 0.257, 'y_1': 0.475, 'x_2': 0.3875, 'y_2': 0.665}};{'index': 0.1700750580501638, 'thumb': 0.0};[['Where the index finger goes on the syringe'], ['Where the thumb finger goes on the syringe']]
42;grasp_vlm_dataset/nail_14_jpg.rf.01faa7e4df07e73a9209715b8b0604a1.jpg;{'hand': [0.3623995361328125, 0.05201311111450195, 0.94351611328125, 0.8431324462890625]};{'index': {'x_1': 0.491, 'y_1': 0.576, 'x_2': 0.5085, 'y_2': 0.647}};{'hand': 0.0};[['Where the index finger can press on the nail gun safely']]
43;grasp_vlm_dataset/allen_15_jpg.rf.3a8e49f7d79525555e5345172c0a6fdc.jpg;{'hand': [0.0, 0.3861445007324219, 0.9288045043945312, 0.6138697509765625]};{'handle': {'x_1': 0.143, 'y_1': 0.55, 'x_2': 0.8555, 'y_2': 0.619}};{'hand': 0.21149657350548007};[['Where an entire hand can grab the allen key safely']]
44;grasp_vlm_dataset/bow10_jpg.rf.7b0c0a1dbb49bcc05dbd41266865bb3c.jpg;{'index': [0.0001246929168701172, 0.2340189208984375, 0.9981134643554688, 0.6628782348632812], 'thumb': [4.516243934631348e-05, 0.5392589721679687, 0.07877191162109375, 0.6329031982421875]};{'thumb': {'x_1': 0.632, 'y_1': 0.37, 'x_2': 0.764, 'y_2': 0.4375}, 'index': {'x_1': 0.672, 'y_1': 0.309, 'x_2': 0.8215, 'y_2': 0.4035}};{'index': 0.03300901003156301, 'thumb': 0.0};[['Where the index finger goes on the violin bow'], ['Where the thumb finger goes on the violin bow']]
45;grasp_vlm_dataset/drill_13_jpg.rf.b425d89333a4fa0b054d630a47a1e2d2.jpg;{'hand': [0.0, 9.441375732421875e-06, 0.6864170532226562, 0.9178062744140625]};{'index': {'x_1': 0.26, 'y_1': 0.256, 'x_2': 0.3585, 'y_2': 0.3275}};{'hand': 0.0};[['Where the index finger can press on the power drill safely']]
46;grasp_vlm_dataset/rnd_door5_jpg.rf.86400b399cc7de6b5d66efc944defff8.jpg;{'hand': [0.5136761474609375, 0.12256300354003906, 0.6101118774414063, 0.15788763427734376]};{'handle': {'x_1': 0.49, 'y_1': 0.483, 'x_2': 0.654, 'y_2': 0.5975}};{'hand': 0.0};[['Where an entire hand can grab the door with a round handle safely']]
47;grasp_vlm_dataset/scissors5_jpg.rf.c74dc93ab50a1d0208a89cd3722c9260.jpg;{'index': [0.16692808532714845, 0.22045252990722655, 0.762152587890625, 0.7990094604492187], 'thumb': [0.16692808532714845, 0.22045252990722655, 0.762152587890625, 0.7990094604492187]};{'thumb': {'x_1': 0.496, 'y_1': 0.249, 'x_2': 0.592, 'y_2': 0.3545}, 'index': {'x_1': 0.563, 'y_1': 0.294, 'x_2': 0.7385, 'y_2': 0.4815}};{'index': 0.0955545764377191, 'thumb': 0.029410119663018975};[['Where the index finger goes on the pair of scissors'], ['Where the thumb finger goes on the pair of scissors']]
48;grasp_vlm_dataset/vertical_bar10_jpg.rf.892b0af2cbd734c1b2004634872aabe9.jpg;{'hand': [0.275515625, 0.2010216064453125, 0.7669063110351563, 0.9756939086914063]};{'handle': {'x_1': 0.678, 'y_1': 0.635, 'x_2': 0.693, 'y_2': 0.7075}};{'hand': 0.0028568294667733855};[['Where an entire hand can grab the door with a vertical bar handle safely']]
49;grasp_vlm_dataset/bow14_jpg.rf.71a2fd2cd2d1b27c38de9cab4531960f.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'thumb': {'x_1': 0.802, 'y_1': 0.826, 'x_2': 0.8305, 'y_2': 0.8645}, 'index': {'x_1': 0.761, 'y_1': 0.78, 'x_2': 0.8245, 'y_2': 0.8465}};{'index': 0.0, 'thumb': 0.0};[['Where the index finger goes on the violin bow'], ['Where the thumb finger goes on the violin bow']]
50;grasp_vlm_dataset/wrench_18_jpg.rf.3779a58974b8e8d42f400c972f63d19f.jpg;{'hand': [0.05857672882080078, 0.012790679931640625, 0.9419285278320313, 0.9605726318359376]};{'handle': {'x_1': 0.464, 'y_1': 0.439, 'x_2': 0.904, 'y_2': 0.903}};{'hand': 0.24385323690363112};[['Where an entire hand can grab the wrench safely']]
51;grasp_vlm_dataset/saw_0_jpg.rf.381ff29e5ee50ca947c0e35bd4b95b51.jpg;{'hand': [0.10285050964355469, 0.3436994934082031, 0.20407786560058594, 0.5227518310546875]};{'index': {'x_1': 0.565, 'y_1': 0.517, 'x_2': 0.6185, 'y_2': 0.5385}};{'hand': 0.0};[['Where the index finger can press on the circular saw safely']]
52;grasp_vlm_dataset/can_opener6_jpg.rf.777c939aade535d2616ce8e342c68124.jpg;{'left': [0.34350152587890626, 0.2557404632568359, 0.8381650390625, 0.6060282592773437], 'right': [0.34350152587890626, 0.2557404632568359, 0.8381650390625, 0.6060282592773437]};{'right': {'x_1': 0.343, 'y_1': 0.256, 'x_2': 0.99, 'y_2': 0.6965}, 'left': {'x_1': 0.01, 'y_1': 0.469, 'x_2': 0.3955, 'y_2': 0.6915}};{'left': 0.02828347586884412, 'right': 0.6072495520635097};[['Where the entire left hand can grab the can opener safely'], ['Where the entire right hand can grab the can opener safely near the green star']]
53;grasp_vlm_dataset/bow19_jpg.rf.fc7fd883059b9dacac8880199c665405.jpg;{'index': [0.02020927619934082, 0.592667236328125, 0.28703643798828127, 0.8930814208984375], 'thumb': [0.02020927619934082, 0.592667236328125, 0.28703643798828127, 0.8930814208984375]};{'thumb': {'x_1': 0.188, 'y_1': 0.649, 'x_2': 0.267, 'y_2': 0.7585}, 'index': {'x_1': 0.214, 'y_1': 0.549, 'x_2': 0.337, 'y_2': 0.7605}};{'index': 0.13052093588098682, 'thumb': 0.10791721747227748};[['Where the index finger goes on the violin bow'], ['Where the thumb finger goes on the violin bow']]
54;grasp_vlm_dataset/drill_12_jpg.rf.058fccbb5c588d8a9dfaa38635260228.jpg;{'hand': [0.17148219299316406, 0.4926929626464844, 0.33500396728515625, 0.8443960571289062]};{'index': {'x_1': 0.456, 'y_1': 0.469, 'x_2': 0.5025, 'y_2': 0.508}};{'hand': 0.0};[['Where the index finger can press on the power drill safely']]
55;grasp_vlm_dataset/syringe10_jpg.rf.3d523bd81dc1d15dc827aa424ed51584.jpg;{'index': [0.6184100341796875, 0.0899505386352539, 0.6409656982421875, 0.21829786682128907], 'thumb': [0.5982013549804688, 0.08921233367919922, 0.6544476928710937, 0.3035282592773437]};{'thumb': {'x_1': 0.578, 'y_1': 0.787, 'x_2': 0.675, 'y_2': 0.8095}, 'index': {'x_1': 0.56, 'y_1': 0.596, 'x_2': 0.6905, 'y_2': 0.617}};{'index': 0.0, 'thumb': 0.0};[['Where the index finger goes on the syringe'], ['Where the thumb finger goes on the syringe']]
56;grasp_vlm_dataset/lever_handle3_jpg.rf.ab85d67053b8eedb15291c06bfb5d761.jpg;{'hand': [0.31900213623046875, 0.0, 0.768639892578125, 0.99733642578125]};{'handle': {'x_1': 0.368, 'y_1': 0.659, 'x_2': 0.435, 'y_2': 0.683}};{'hand': 0.0035857630797489935};[['Where an entire hand can grab the door with a horizontal lever handle safely']]
57;grasp_vlm_dataset/scissors12_jpg.rf.f44a95057fd54dffca3524af35df59b8.jpg;{'index': [0.04281034469604492, 0.38467800903320315, 0.5054420166015625, 0.8111887817382812], 'thumb': [0.04281034469604492, 0.38467800903320315, 0.5054420166015625, 0.8111887817382812]};{'thumb': {'x_1': 0.735, 'y_1': 0.277, 'x_2': 0.7985, 'y_2': 0.305}, 'index': {'x_1': 0.248, 'y_1': 0.176, 'x_2': 0.376, 'y_2': 0.2845}};{'index': 0.0, 'thumb': 0.0};[['Where the index finger goes on the pair of scissors'], ['Where the thumb finger goes on the pair of scissors']]
58;grasp_vlm_dataset/chainsaw6_jpg.rf.5b4d8a4ab5366073fdb7429060f2f91b.jpg;{'left': [0.07467913818359374, 0.18402137756347656, 0.930122802734375, 0.7521065673828125], 'right': [0.07467913818359374, 0.18402137756347656, 0.930122802734375, 0.7521065673828125]};{'right': {'x_1': 0.364, 'y_1': 0.196, 'x_2': 0.4505, 'y_2': 0.3795}, 'left': {'x_1': 0.074, 'y_1': 0.317, 'x_2': 0.2105, 'y_2': 0.5275}};{'left': 0.05881471012270425, 'right': 0.03266233994622518};[['Where the entire left hand can grab the chainsaw safely'], ['Where the entire right hand can grab the chainsaw safely near the green star']]
59;grasp_vlm_dataset/bot_bar9_jpg.rf.30a66623371a1a5721b5e9e370fe14d1.jpg;{'hand': [0.00036687850952148436, 0.04339156341552734, 0.9702107543945313, 0.9974939575195313]};{'handle': {'x_1': 0.111, 'y_1': 0.563, 'x_2': 0.378, 'y_2': 0.7455}};{'hand': 0.052659571004681244};[['Where an entire hand can grab the bottom drawer with a horizontal bar handle safely']]
