img_id;img_path;pred_bboxes;target_bboxes;ious;prompts
10;grasp_vlm_dataset/shovel14_cleanup_jpg.rf.a0d61a04255b21f6b1ce1fc83501b6d1.jpg;{'hand1': [0.08875289154052735, 0.11378455352783202, 0.8363155517578125, 0.8615072631835937], 'hand2': [0.08875289154052735, 0.11378455352783202, 0.8363155517578125, 0.8615072631835937]};{'hand1': {'x_1': 0.122, 'y_1': 0.391, 'x_2': 0.6165, 'y_2': 0.894}, 'hand2': {'x_1': 0.06, 'y_1': 0.838, 'x_2': 0.181, 'y_2': 0.9585}};{'hand1': 0.40461004429042907, 'hand2': 0.003795146804075795};[['Where one entire hand can grab the shovel safely'], ['Where another entire hand can grab the shovel safely']]
11;grasp_vlm_dataset/wacker_1_jpg.rf.5dda08dc49f8d675a3b854916b020072.jpg;{'index': [0.229817626953125, 0.064454345703125, 0.9052951049804687, 0.8024330444335938]};{'index': {'x_1': 0.507, 'y_1': 0.556, 'x_2': 0.55, 'y_2': 0.5925}};{'index': 0.0031485211894329737};[['Where the index finger can press on the weed wacker safely']]
12;grasp_vlm_dataset/nail_7_jpg.rf.9dc74677883e77ba46532f2ca1a623d1.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.414, 'y_1': 0.499, 'x_2': 0.439, 'y_2': 0.563}};{'index': 0.0};[['Where the index finger can press on the nail gun safely']]
13;grasp_vlm_dataset/saw_17_jpg.rf.8cea00ba8cd09c224ee1bc8c11f1d850.jpg;{'index': [0.9559481811523437, 0.3253554077148437, 1.0, 0.4666877746582031]};{'index': {'x_1': 0.408, 'y_1': 0.219, 'x_2': 0.454, 'y_2': 0.2715}};{'index': 0.0};[['Where the index finger can press on the circular saw safely']]
14;grasp_vlm_dataset/glue_1_jpg.rf.a220d443854a3ef9234dc726939df186.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.395, 'y_1': 0.543, 'x_2': 0.464, 'y_2': 0.693}};{'index': 0.0};[['Where the index finger can press on the glue gun safely']]
15;grasp_vlm_dataset/drill_0_jpg.rf.ba4c73b312f6c2ad5dd8cd418de04264.jpg;{'index': [0.16416880798339845, 0.14021435546875, 0.909802734375, 0.8557430419921875]};{'index': {'x_1': 0.437, 'y_1': 0.391, 'x_2': 0.53, 'y_2': 0.469}};{'index': 0.013596428435101641};[['Where the index finger can press on the power drill safely']]
16;grasp_vlm_dataset/scissors4_jpg.rf.dab0db500f754d58518140ff137bacbe.jpg;{'index': [0.3198066711425781, 0.9083243408203125, 0.40905648803710937, 1.0], 'thumb': [0.7341682739257812, 0.5334885864257812, 0.9866132202148438, 0.9959364013671875]};{'index': {'x_1': 0.856, 'y_1': 0.691, 'x_2': 0.9725, 'y_2': 0.9045}, 'thumb': {'x_1': 0.783, 'y_1': 0.818, 'x_2': 0.8575, 'y_2': 0.9655}};{'index': 0.0, 'thumb': 0.09412801068865521};[['Placement for index finger on the pair of scissors'], ['Placement for thumb finger on the pair of scissors']]
17;grasp_vlm_dataset/solder_7_jpg.rf.b5b50901e473147c08c467bc4f9123e2.jpg;{'hand': [0.21197488403320314, 0.11366854095458985, 0.7849786987304688, 0.860647216796875]};{'handle': {'x_1': 0.272, 'y_1': 0.217, 'x_2': 0.446, 'y_2': 0.515}};{'hand': 0.12114341022559909};[['Where an entire hand can grab the soldering iron safely']]
18;grasp_vlm_dataset/shovel13_cleanup_jpg.rf.099ffa836e56ab6a0a3339c1ac19477f.jpg;{'hand1': [0.19086790466308592, 0.24507527160644532, 0.9366917724609375, 0.9841116333007812], 'hand2': [0.19086790466308592, 0.24507527160644532, 0.9366917724609375, 0.9841116333007812]};{'hand1': {'x_1': 0.416, 'y_1': 0.283, 'x_2': 0.697, 'y_2': 0.567}, 'hand2': {'x_1': 0.773, 'y_1': 0.03, 'x_2': 0.9465, 'y_2': 0.1285}};{'hand1': 0.14478466832946946, 'hand2': 0.0};[['Where one entire hand can grab the shovel safely'], ['Where another entire hand can grab the shovel safely']]
19;grasp_vlm_dataset/bolt_cutters20_cleanup_jpeg.rf.8a08e8840e5eeedc300f88f6e91bc9d1.jpg;{'hand1': [0.064557861328125, 0.11480748748779297, 0.8101857299804688, 0.86152734375], 'hand2': [0.064557861328125, 0.11480748748779297, 0.8101857299804688, 0.86152734375]};{'hand1': {'x_1': 0.663, 'y_1': 0.593, 'x_2': 0.903, 'y_2': 0.9725}, 'hand2': {'x_1': 0.038, 'y_1': 0.602, 'x_2': 0.2495, 'y_2': 0.9815}};{'hand1': 0.06497013125256088, 'hand2': 0.08148409586657265};[['Where one entire hand can grab the bolt cutters safely'], ['Where another entire hand can grab the bolt cutters safely']]
20;grasp_vlm_dataset/solder_5_jpg.rf.aeacdfb866d8162a9184f451f439dc39.jpg;{'hand': [0.5699541625976563, 0.6618478393554688, 0.9262867431640625, 0.9636925048828126]};{'handle': {'x_1': 0.569, 'y_1': 0.473, 'x_2': 0.6365, 'y_2': 0.7395}};{'hand': 0.04292653502361834};[['Where an entire hand can grab the soldering iron safely']]
21;grasp_vlm_dataset/glue_7_jpg.rf.524b1983d4e2515f07237ccbd9eb3b5f.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.548, 'y_1': 0.476, 'x_2': 0.568, 'y_2': 0.5815}};{'index': 0.0};[['Where the index finger can press on the glue gun safely']]
22;grasp_vlm_dataset/glue_12_jpg.rf.cdfbe1f2d17ae244966d3ff86816b964.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.476, 'y_1': 0.586, 'x_2': 0.57, 'y_2': 0.6455}};{'index': 0.0};[['Where the index finger can press on the glue gun safely']]
23;grasp_vlm_dataset/glue_0_jpg.rf.bdaaa9354a9ab3353743325f8762d122.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.622, 'y_1': 0.358, 'x_2': 0.663, 'y_2': 0.5505}};{'index': 0.0};[['Where the index finger can press on the glue gun safely']]
24;grasp_vlm_dataset/wacker_2_jpg.rf.466b5868a2a12b97e0c5bcdcb4a911bb.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.455, 'y_1': 0.613, 'x_2': 0.4885, 'y_2': 0.6445}};{'index': 0.0};[['Where the index finger can press on the weed wacker safely']]
25;grasp_vlm_dataset/solder_8_jpg.rf.4248772bf693638c88e7b8cffc262d87.jpg;{'hand': [0.0882987060546875, 0.11361196136474609, 0.83703759765625, 0.859309814453125]};{'handle': {'x_1': 0.411, 'y_1': 0.224, 'x_2': 0.812, 'y_2': 0.575}};{'hand': 0.25209150101412303};[['Where an entire hand can grab the soldering iron safely']]
26;grasp_vlm_dataset/screwdriver_0_jpg.rf.6963bcb4474312976ebd792100fee60f.jpg;{'hand': [0.1643375244140625, 0.09033193969726562, 0.9107813110351562, 0.8129580688476562]};{'handle': {'x_1': 0.122, 'y_1': 0.064, 'x_2': 0.6475, 'y_2': 0.518}};{'hand': 0.36166179083002914};[['Where an entire hand can grab the screwdriver safely']]
27;grasp_vlm_dataset/chainsaw13_cleanup_jpg.rf.200472842d39e5a0f44efb3d50095ddb.jpg;{'hand1': [0.16518553161621094, 0.11303585052490234, 0.9048992309570313, 0.8613768920898438], 'hand2': [0.16569705200195312, 0.13830892944335937, 0.9051435546875, 0.8862085571289062]};{'hand1': {'x_1': 0.202, 'y_1': 0.195, 'x_2': 0.2845, 'y_2': 0.266}, 'hand2': {'x_1': 0.361, 'y_1': 0.302, 'x_2': 0.462, 'y_2': 0.394}};{'hand1': 0.010581544712276552, 'hand2': 0.016801928214611527};[['Where one entire hand can grab the chainsaw safely'], ['Where another entire hand can grab the chainsaw safely']]
28;grasp_vlm_dataset/saw_2_jpg.rf.69266212c061ba678b53eb8f930b6d81.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.452, 'y_1': 0.204, 'x_2': 0.5075, 'y_2': 0.2375}};{'index': 0.0};[['Where the index finger can press on the circular saw safely']]
29;grasp_vlm_dataset/darts20_jpg.rf.a9ce2492be61a217827a69a4d4c6c301.jpg;{'index': [0.08875246429443359, 0.3880669860839844, 0.8365980224609375, 0.6394376220703125], 'thumb': [0.06592300415039062, 0.3888192138671875, 0.811468994140625, 0.653945556640625]};{'index': {'x_1': 0.446, 'y_1': 0.497, 'x_2': 0.748, 'y_2': 0.5185}, 'thumb': {'x_1': 0.448, 'y_1': 0.535, 'x_2': 0.752, 'y_2': 0.552}};{'index': 0.03453973016714661, 'thumb': 0.026145393663577567};[['Placement for index finger on the dart'], ['Placement for thumb finger on the dart']]
30;grasp_vlm_dataset/top_bar6_jpg.rf.ed95d1fbc5c4f9b6e6eacd8da23c17ad.jpg;{'hand': [0.542677490234375, 0.4516768493652344, 0.6403179931640625, 0.483368408203125]};{'handle': {'x_1': 0.546, 'y_1': 0.452, 'x_2': 0.636, 'y_2': 0.4805}};{'hand': 0.8289221791024172};[['Where an entire hand can grab the top drawer with a horizontal bar handle safely']]
31;grasp_vlm_dataset/darts2_jpg.rf.0d3a2b36e9bbcc0321ba939067fbe4ad.jpg;{'index': [0.22603297424316407, 0.08011795806884765, 0.4855876159667969, 0.46693621826171877], 'thumb': [0.22603297424316407, 0.08011795806884765, 0.4855876159667969, 0.46693621826171877]};{'index': {'x_1': 0.441, 'y_1': 0.358, 'x_2': 0.4805, 'y_2': 0.4475}, 'thumb': {'x_1': 0.415, 'y_1': 0.384, 'x_2': 0.471, 'y_2': 0.462}};{'index': 0.03521148682050794, 'thumb': 0.04350577029403259};[['Placement for index finger on the dart'], ['Placement for thumb finger on the dart']]
32;grasp_vlm_dataset/solder_10_jpg.rf.b9d560d90e1b1dfc452fbed7c535edd6.jpg;{'hand': [0.038286663055419924, 0.012979745864868164, 0.7665203247070312, 0.7608343505859375]};{'handle': {'x_1': 0.065, 'y_1': 0.494, 'x_2': 0.552, 'y_2': 0.863}};{'hand': 0.21863293967336067};[['Where an entire hand can grab the soldering iron safely']]
33;grasp_vlm_dataset/drill_19_jpg.rf.920f264a0f04e7b90ea570a0dde84b9d.jpg;{'index': [0.14162232971191407, 0.0882437515258789, 0.8844127197265625, 0.8365596923828125]};{'index': {'x_1': 0.549, 'y_1': 0.481, 'x_2': 0.62, 'y_2': 0.5195}};{'index': 0.004917765377754425};[['Where the index finger can press on the power drill safely']]
34;grasp_vlm_dataset/bowl_ball20_jpg.rf.0f5f7bb551f3f763aa86c5cdc4a9ff51.jpg;{'index': [0.23870623779296876, 0.3651338195800781, 0.4568873596191406, 0.6797658081054687], 'thumb': [0.23870623779296876, 0.3651338195800781, 0.4568873596191406, 0.6797658081054687]};{'index': {'x_1': 0.316, 'y_1': 0.421, 'x_2': 0.358, 'y_2': 0.4905}, 'thumb': {'x_1': 0.271, 'y_1': 0.403, 'x_2': 0.2945, 'y_2': 0.4335}};{'index': 0.04252203586437649, 'thumb': 0.01044113367790058};[['Placement for index finger on the bowling ball'], ['Placement for thumb finger on the bowling ball']]
35;grasp_vlm_dataset/lever_handle10_jpg.rf.729f9985f377ce86b56bb5ce68667341.jpg;{'hand': [0.45829888916015626, 2.7980469167232513e-05, 0.5312799682617187, 0.01994946479797363]};{'handle': {'x_1': 0.468, 'y_1': 0.4, 'x_2': 0.5595, 'y_2': 0.4595}};{'hand': 0.0};[['Where an entire hand can grab the door with a horizontal lever handle safely']]
36;grasp_vlm_dataset/solder_6_jpg.rf.499bbc70e04e0630ae65830628e389af.jpg;{'hand': [0.0, 0.0, 0.0, 0.0]};{'handle': {'x_1': 0.495, 'y_1': 0.64, 'x_2': 0.775, 'y_2': 0.827}};{'hand': 0.0};[['Where an entire hand can grab the soldering iron safely']]
37;grasp_vlm_dataset/saw_1_jpg.rf.a70ca9eb7088f269f02058a9c5179f96.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.336, 'y_1': 0.289, 'x_2': 0.396, 'y_2': 0.3335}};{'index': 0.0};[['Where the index finger can press on the circular saw safely']]
38;grasp_vlm_dataset/lever_handle1_jpg.rf.6a225844c420ed6beb00f7bf2a903412.jpg;{'hand': [0.7250113525390625, 0.5701803588867187, 0.8135731811523438, 0.6040487670898438]};{'handle': {'x_1': 0.723, 'y_1': 0.58, 'x_2': 0.81, 'y_2': 0.5995}};{'hand': 0.545396136433632};[['Where an entire hand can grab the door with a horizontal lever handle safely']]
39;grasp_vlm_dataset/rnd_door9_jpg.rf.0c64191221f26a78a44fe89db56f5242.jpg;{'hand': [0.7739410400390625, 0.6675823364257812, 0.8282160034179687, 0.7541971435546875]};{'handle': {'x_1': 0.77, 'y_1': 0.715, 'x_2': 0.81, 'y_2': 0.74}};{'hand': 0.1878250248818178};[['Where an entire hand can grab the door with a round handle safely']]
40;grasp_vlm_dataset/solder_1_jpg.rf.14db74172cf94ea79b5fc91233fe801f.jpg;{'hand': [0.007350778579711914, 0.18918003845214842, 0.6595665283203125, 0.9366622924804687]};{'handle': {'x_1': 0.283, 'y_1': 0.313, 'x_2': 0.5685, 'y_2': 0.7755}};{'hand': 0.27084803002685165};[['Where an entire hand can grab the soldering iron safely']]
41;grasp_vlm_dataset/top_bar7_jpg.rf.c1a65f421d3e8ba6288e93fce966c145.jpg;{'hand': [0.3871291198730469, 0.35230438232421873, 0.5506461791992188, 0.39481100463867186]};{'handle': {'x_1': 0.39, 'y_1': 0.358, 'x_2': 0.55, 'y_2': 0.3925}};{'hand': 0.7941808547054218};[['Where an entire hand can grab the top drawer with a horizontal bar handle safely']]
42;grasp_vlm_dataset/wrench_6_jpg.rf.4e8676d4832153540267a96a78ae2c6f.jpg;{'hand': [0.18913340759277344, 0.24148258972167969, 0.93660888671875, 0.9857630004882812]};{'handle': {'x_1': 0.305, 'y_1': 0.097, 'x_2': 0.966, 'y_2': 0.6055}};{'hand': 0.34702656778743735};[['Where an entire hand can grab the wrench safely']]
43;grasp_vlm_dataset/scissors19_jpg.rf.5f0e204097a7f0b77e9912d69812ed06.jpg;{'index': [0.19880696105957033, 0.06505353546142578, 0.9362843017578125, 0.8028045654296875], 'thumb': [0.19880696105957033, 0.06505353546142578, 0.9362843017578125, 0.8028045654296875]};{'index': {'x_1': 0.527, 'y_1': 0.311, 'x_2': 0.9815, 'y_2': 0.6335}, 'thumb': {'x_1': 0.281, 'y_1': 0.498, 'x_2': 0.6045, 'y_2': 0.804}};{'index': 0.2362706473284327, 'thumb': 0.18110425934614824};[['Placement for index finger on the pair of scissors'], ['Placement for thumb finger on the pair of scissors']]
44;grasp_vlm_dataset/syringe6_jpg.rf.d70a0897d3502ec98df645daabc7089c.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.434, 'y_1': 0.329, 'x_2': 0.75, 'y_2': 0.416}, 'thumb': {'x_1': 0.713, 'y_1': 0.127, 'x_2': 0.8495, 'y_2': 0.1835}};{'index': 0.0, 'thumb': 0.0};[['Placement for index finger on the syringe'], ['Placement for thumb finger on the syringe']]
45;grasp_vlm_dataset/vertical_bar5_jpg.rf.e67501751d54aa17d9a0556137cc16f5.jpg;{'hand': [0.2631793212890625, 0.5289405517578125, 0.30793621826171874, 0.62370166015625]};{'handle': {'x_1': 0.275, 'y_1': 0.609, 'x_2': 0.288, 'y_2': 0.6665}};{'hand': 0.03983698459987258};[['Where an entire hand can grab the door with a vertical bar handle safely']]
46;grasp_vlm_dataset/drill_4_jpg.rf.eee2451241d6df5a9586a83792685b3c.jpg;{'index': [0.2541150360107422, 0.23897491455078124, 0.9547937622070313, 0.984669677734375]};{'index': {'x_1': 0.45, 'y_1': 0.369, 'x_2': 0.5025, 'y_2': 0.39}};{'index': 0.0021100783095605686};[['Where the index finger can press on the power drill safely']]
47;grasp_vlm_dataset/lever_handle2_jpg.rf.32fd38f14cd1195fd5d20ff4c2b11e66.jpg;{'hand': [0.3908301086425781, 0.5751126098632813, 0.4828846130371094, 0.6017416381835937]};{'handle': {'x_1': 0.41, 'y_1': 0.583, 'x_2': 0.487, 'y_2': 0.5945}};{'hand': 0.33545050351357314};[['Where an entire hand can grab the door with a horizontal lever handle safely']]
48;grasp_vlm_dataset/wacker_18_jpg.rf.41d2fb010ed2d56c7f79bd0c1d4e7d6e.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.616, 'y_1': 0.347, 'x_2': 0.6315, 'y_2': 0.3815}};{'index': 0.0};[['Where the index finger can press on the weed wacker safely']]
49;grasp_vlm_dataset/bolt_cutters14_cleanup_jpeg.rf.015a8b71f942bf085c42a920f0723221.jpg;{'hand1': [0.0026384830474853516, 0.08808968353271485, 0.4391728515625, 0.83574169921875], 'hand2': [0.0026384830474853516, 0.08808968353271485, 0.4391728515625, 0.83574169921875]};{'hand1': {'x_1': 0.764, 'y_1': 0.253, 'x_2': 0.9085, 'y_2': 0.4305}, 'hand2': {'x_1': 0.088, 'y_1': 0.069, 'x_2': 0.195, 'y_2': 0.2805}};{'hand1': 0.0, 'hand2': 0.06268803474613398};[['Where one entire hand can grab the bolt cutters safely'], ['Where another entire hand can grab the bolt cutters safely']]
50;grasp_vlm_dataset/saw_18_jpg.rf.bb169df64c0e578888af667484ad0e9b.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.586, 'y_1': 0.38, 'x_2': 0.608, 'y_2': 0.4305}};{'index': 0.0};[['Where the index finger can press on the circular saw safely']]
51;grasp_vlm_dataset/solder_11_jpg.rf.61a9b0a78f8d7344ec0a94a9e44348df.jpg;{'hand': [0.17784588623046876, 0.06534268951416015, 0.9108203125, 0.8115302124023438]};{'handle': {'x_1': 0.641, 'y_1': 0.121, 'x_2': 0.896, 'y_2': 0.4135}};{'hand': 0.13637326732976096};[['Where an entire hand can grab the soldering iron safely']]
52;grasp_vlm_dataset/bow13_jpg.rf.61ec96aa8ae181f31ecaf61633dc3155.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.63, 'y_1': 0.667, 'x_2': 0.7125, 'y_2': 0.7845}, 'thumb': {'x_1': 0.673, 'y_1': 0.753, 'x_2': 0.7125, 'y_2': 0.811}};{'index': 0.0, 'thumb': 0.0};[['Placement for index finger on the violin bow'], ['Placement for thumb finger on the violin bow']]
53;grasp_vlm_dataset/hammer_12_jpg.rf.db41f3ed9ddd7ce1779e4e157c0a114c.jpg;{'hand': [0.0, 0.0, 0.0, 0.0]};{'handle': {'x_1': 0.38, 'y_1': 0.525, 'x_2': 0.4485, 'y_2': 0.817}};{'hand': 0.0};[['Where an entire hand can grab the hammer safely']]
54;grasp_vlm_dataset/darts8_jpg.rf.c62b4e835fc04381c1b5fd06c9240a0a.jpg;{'index': [0.3937525634765625, 0.38822772216796875, 0.6233975830078125, 0.5828151245117188], 'thumb': [0.3957086181640625, 0.3883209228515625, 0.62292333984375, 0.5843546142578125]};{'index': {'x_1': 0.497, 'y_1': 0.404, 'x_2': 0.6125, 'y_2': 0.473}, 'thumb': {'x_1': 0.465, 'y_1': 0.537, 'x_2': 0.6135, 'y_2': 0.582}};{'index': 0.17834433692720517, 'thumb': 0.15002781447414187};[['Placement for index finger on the dart'], ['Placement for thumb finger on the dart']]
55;grasp_vlm_dataset/chainsaw10_cleanup_jpg.rf.6d0b2d84e599b563c942dcf3e1c95deb.jpg;{'hand1': [0.03852126693725586, 0.11444464111328125, 0.7791019897460938, 0.8593333740234375], 'hand2': [0.0, 0.0, 0.0, 0.0]};{'hand1': {'x_1': 0.545, 'y_1': 0.065, 'x_2': 0.678, 'y_2': 0.6995}, 'hand2': {'x_1': 0.772, 'y_1': 0.203, 'x_2': 0.8705, 'y_2': 0.3}};{'hand1': 0.13939212911820045, 'hand2': 0.0};[['Where one entire hand can grab the chainsaw safely'], ['Where another entire hand can grab the chainsaw safely']]
56;grasp_vlm_dataset/shovel20_cleanup_jpg.rf.2f886eecca28d606b2b569b63d18fe0b.jpg;{'hand1': [0.24014303588867186, 0.13787506103515626, 0.7700628662109374, 0.8809971313476562], 'hand2': [0.24479034423828125, 0.1380933074951172, 0.7729100341796875, 0.88227978515625]};{'hand1': {'x_1': 0.646, 'y_1': 0.128, 'x_2': 0.7655, 'y_2': 0.287}, 'hand2': {'x_1': 0.409, 'y_1': 0.446, 'x_2': 0.549, 'y_2': 0.648}};{'hand1': 0.04511784690083364, 'hand2': 0.07195571138037504};[['Where one entire hand can grab the shovel safely'], ['Where another entire hand can grab the shovel safely']]
57;grasp_vlm_dataset/shovel3_cleanup_jpg.rf.925242fb7f6ce60391713d96401c2296.jpg;{'hand1': [0.25092701721191407, 0.24529531860351564, 0.9859241943359375, 0.9471077270507813], 'hand2': [0.25092701721191407, 0.24529531860351564, 0.9859241943359375, 0.9471077270507813]};{'hand1': {'x_1': 0.038, 'y_1': 0.099, 'x_2': 0.196, 'y_2': 0.2465}, 'hand2': {'x_1': 0.279, 'y_1': 0.318, 'x_2': 0.68, 'y_2': 0.7145}};{'hand1': 0.0, 'hand2': 0.3082342188918529};[['Where one entire hand can grab the shovel safely'], ['Where another entire hand can grab the shovel safely']]
58;grasp_vlm_dataset/hammer_3_jpg.rf.19078c2ac0de3ccda23c6fe59a99e1d8.jpg;{'hand': [0.38200811767578124, 0.08770702362060546, 0.6527037963867187, 0.8109542846679687]};{'handle': {'x_1': 0.465, 'y_1': 0.418, 'x_2': 0.577, 'y_2': 0.8145}};{'hand': 0.22434267793333332};[['Where an entire hand can grab the hammer safely']]
59;grasp_vlm_dataset/vertical_bar3_jpg.rf.7f2561c534677fb42dc26c91251dca50.jpg;{'hand': [0.8044535522460937, 0.0007426261901855469, 1.0, 0.2606120300292969]};{'handle': {'x_1': 0.666, 'y_1': 0.435, 'x_2': 0.792, 'y_2': 0.6885}};{'hand': 0.0};[['Where an entire hand can grab the door with a vertical bar handle safely']]
60;grasp_vlm_dataset/allen_16_jpg.rf.db00704a0d999fecc20f963457a75906.jpg;{'hand': [0.0, 0.0, 0.0, 0.0]};{'handle': {'x_1': 0.606, 'y_1': 0.171, 'x_2': 0.7295, 'y_2': 0.928}};{'hand': 0.0};[['Where an entire hand can grab the allen key safely']]
61;grasp_vlm_dataset/saw_14_jpg.rf.7aaa3383b9fbd2a17659de103084c081.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.407, 'y_1': 0.173, 'x_2': 0.4235, 'y_2': 0.2655}};{'index': 0.0};[['Where the index finger can press on the circular saw safely']]
62;grasp_vlm_dataset/bow6_jpg.rf.1cd9d82f7d4ae8e0847e51e582479c9d.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.163, 'y_1': 0.673, 'x_2': 0.243, 'y_2': 0.76}, 'thumb': {'x_1': 0.149, 'y_1': 0.752, 'x_2': 0.165, 'y_2': 0.7785}};{'index': 0.0, 'thumb': 0.0};[['Placement for index finger on the violin bow'], ['Placement for thumb finger on the violin bow']]
