img_id;img_path;pred_bboxes;target_bboxes;ious;prompts
10;grasp_vlm_dataset/shovel14_cleanup_jpg.rf.a0d61a04255b21f6b1ce1fc83501b6d1.jpg;{'hand1': [0.04566264343261719, 0.10901698303222657, 0.9085614624023437, 0.9672769165039062], 'hand2': [0.04073307037353516, 0.11048293304443359, 0.9038846435546875, 0.9699220581054687]};{'hand1': {'x_1': 0.122, 'y_1': 0.391, 'x_2': 0.6165, 'y_2': 0.894}, 'hand2': {'x_1': 0.06, 'y_1': 0.838, 'x_2': 0.181, 'y_2': 0.9585}};{'hand1': 0.33585789969562363, 'hand2': 0.019654872467890844};['Where one entire hand can grab the shovel safely', 'Where another entire hand can grab the shovel safely']
11;grasp_vlm_dataset/wacker_1_jpg.rf.5dda08dc49f8d675a3b854916b020072.jpg;{'index': [0.16883772277832032, 0.06077635192871094, 0.9199937133789062, 0.9939830322265625]};{'index': {'x_1': 0.507, 'y_1': 0.556, 'x_2': 0.55, 'y_2': 0.5925}};{'index': 0.0022389961451749437};['Where the index finger can press on the weed wacker safely']
12;grasp_vlm_dataset/nail_7_jpg.rf.9dc74677883e77ba46532f2ca1a623d1.jpg;{'index': [0.21632563781738282, 0.061083377838134764, 0.860391357421875, 0.8632996826171875]};{'index': {'x_1': 0.414, 'y_1': 0.499, 'x_2': 0.439, 'y_2': 0.563}};{'index': 0.0030966941493031077};['Where the index finger can press on the nail gun safely']
13;grasp_vlm_dataset/saw_17_jpg.rf.8cea00ba8cd09c224ee1bc8c11f1d850.jpg;{'index': [0.0005049705505371094, 0.0708282012939453, 0.9978795166015625, 0.9126099853515625]};{'index': {'x_1': 0.408, 'y_1': 0.219, 'x_2': 0.454, 'y_2': 0.2715}};{'index': 0.0028764665707667423};['Where the index finger can press on the circular saw safely']
14;grasp_vlm_dataset/glue_1_jpg.rf.a220d443854a3ef9234dc726939df186.jpg;{'index': [0.1996102294921875, 0.0035984814167022705, 0.9989146118164063, 0.9885198974609375]};{'index': {'x_1': 0.395, 'y_1': 0.543, 'x_2': 0.464, 'y_2': 0.693}};{'index': 0.013146997335338853};['Where the index finger can press on the glue gun safely']
15;grasp_vlm_dataset/drill_0_jpg.rf.ba4c73b312f6c2ad5dd8cd418de04264.jpg;{'index': [0.013920843124389648, 0.03711542510986328, 0.9761721801757812, 0.8156873168945312]};{'index': {'x_1': 0.437, 'y_1': 0.391, 'x_2': 0.53, 'y_2': 0.469}};{'index': 0.009682562463902172};['Where the index finger can press on the power drill safely']
16;grasp_vlm_dataset/scissors4_jpg.rf.dab0db500f754d58518140ff137bacbe.jpg;{'index': [0.576455810546875, 0.17314138793945313, 0.9847440795898438, 0.9667379760742187], 'thumb': [0.5700213012695312, 0.15944868469238282, 0.8066624145507812, 0.5968610229492187]};{'thumb': {'x_1': 0.783, 'y_1': 0.818, 'x_2': 0.8575, 'y_2': 0.9655}, 'index': {'x_1': 0.856, 'y_1': 0.691, 'x_2': 0.9725, 'y_2': 0.9045}};{'index': 0.07676391409894297, 'thumb': 0.0};['Placement for index finger on the pair of scissors', 'Placement for thumb finger on the pair of scissors']
17;grasp_vlm_dataset/solder_7_jpg.rf.b5b50901e473147c08c467bc4f9123e2.jpg;{'hand': [0.19227281188964843, 0.058745979309082035, 0.791813720703125, 0.9496158447265625]};{'handle': {'x_1': 0.272, 'y_1': 0.217, 'x_2': 0.446, 'y_2': 0.515}};{'hand': 0.09708059327762054};['Where an entire hand can grab the soldering iron safely']
18;grasp_vlm_dataset/shovel13_cleanup_jpg.rf.099ffa836e56ab6a0a3339c1ac19477f.jpg;{'hand1': [0.02757257270812988, 0.05184996032714844, 0.9579805297851562, 0.9711651611328125], 'hand2': [0.4817017517089844, 0.69756591796875, 0.99734033203125, 0.759679443359375]};{'hand1': {'x_1': 0.416, 'y_1': 0.283, 'x_2': 0.697, 'y_2': 0.567}, 'hand2': {'x_1': 0.773, 'y_1': 0.03, 'x_2': 0.9465, 'y_2': 0.1285}};{'hand1': 0.09330110833673957, 'hand2': 0.0};['Where one entire hand can grab the shovel safely', 'Where another entire hand can grab the shovel safely']
19;grasp_vlm_dataset/bolt_cutters20_cleanup_jpeg.rf.8a08e8840e5eeedc300f88f6e91bc9d1.jpg;{'hand1': [0.043903560638427735, 0.011636674880981445, 0.919902587890625, 0.9791539306640625], 'hand2': [0.29204351806640627, 0.03206310272216797, 0.6412960815429688, 0.2761635131835937]};{'hand1': {'x_1': 0.663, 'y_1': 0.593, 'x_2': 0.903, 'y_2': 0.9725}, 'hand2': {'x_1': 0.038, 'y_1': 0.602, 'x_2': 0.2495, 'y_2': 0.9815}};{'hand1': 0.10746342514720225, 'hand2': 0.0};['Where one entire hand can grab the bolt cutters safely', 'Where another entire hand can grab the bolt cutters safely']
20;grasp_vlm_dataset/solder_5_jpg.rf.aeacdfb866d8162a9184f451f439dc39.jpg;{'hand': [0.599226318359375, 0.6560776977539062, 0.9237861938476563, 0.958937255859375]};{'handle': {'x_1': 0.569, 'y_1': 0.473, 'x_2': 0.6365, 'y_2': 0.7395}};{'hand': 0.027474677322247027};['Where an entire hand can grab the soldering iron safely']
21;grasp_vlm_dataset/glue_7_jpg.rf.524b1983d4e2515f07237ccbd9eb3b5f.jpg;{'index': [0.3105823669433594, 0.05150654983520508, 0.9558391723632812, 0.9637787475585937]};{'index': {'x_1': 0.548, 'y_1': 0.476, 'x_2': 0.568, 'y_2': 0.5815}};{'index': 0.003584473896649103};['Where the index finger can press on the glue gun safely']
22;grasp_vlm_dataset/glue_12_jpg.rf.cdfbe1f2d17ae244966d3ff86816b964.jpg;{'index': [0.05636048126220703, 0.29616510009765623, 0.9076754150390625, 0.7611348876953125]};{'index': {'x_1': 0.476, 'y_1': 0.586, 'x_2': 0.57, 'y_2': 0.6455}};{'index': 0.014129598875949483};['Where the index finger can press on the glue gun safely']
23;grasp_vlm_dataset/glue_0_jpg.rf.bdaaa9354a9ab3353743325f8762d122.jpg;{'index': [0.20161215209960937, 0.051963775634765626, 0.8886270751953125, 0.9341640625]};{'index': {'x_1': 0.622, 'y_1': 0.358, 'x_2': 0.663, 'y_2': 0.5505}};{'index': 0.013022105968950851};['Where the index finger can press on the glue gun safely']
24;grasp_vlm_dataset/wacker_2_jpg.rf.466b5868a2a12b97e0c5bcdcb4a911bb.jpg;{'index': [0.0014505088329315186, 0.2680772705078125, 0.9894141845703125, 0.8370382690429687]};{'index': {'x_1': 0.455, 'y_1': 0.613, 'x_2': 0.4885, 'y_2': 0.6445}};{'index': 0.0018772922463360026};['Where the index finger can press on the weed wacker safely']
25;grasp_vlm_dataset/solder_8_jpg.rf.4248772bf693638c88e7b8cffc262d87.jpg;{'hand': [0.05386018753051758, 0.002655327320098877, 0.9972357788085937, 0.8398703002929687]};{'handle': {'x_1': 0.411, 'y_1': 0.224, 'x_2': 0.812, 'y_2': 0.575}};{'hand': 0.17820909597877765};['Where an entire hand can grab the soldering iron safely']
26;grasp_vlm_dataset/screwdriver_0_jpg.rf.6963bcb4474312976ebd792100fee60f.jpg;{'hand': [0.12080076599121094, 0.04939743804931641, 0.9349781494140625, 0.7811409301757812]};{'handle': {'x_1': 0.122, 'y_1': 0.064, 'x_2': 0.6475, 'y_2': 0.518}};{'hand': 0.40045218750340444};['Where an entire hand can grab the screwdriver safely']
27;grasp_vlm_dataset/chainsaw13_cleanup_jpg.rf.200472842d39e5a0f44efb3d50095ddb.jpg;{'hand1': [0.1868658447265625, 0.18195423889160156, 0.5030739440917968, 0.6823191528320313], 'hand2': [0.222730712890625, 0.18035325622558593, 0.4542631530761719, 0.42225405883789063]};{'hand1': {'x_1': 0.202, 'y_1': 0.195, 'x_2': 0.2845, 'y_2': 0.266}, 'hand2': {'x_1': 0.361, 'y_1': 0.302, 'x_2': 0.462, 'y_2': 0.394}};{'hand1': 0.03702136765410112, 'hand2': 0.15127396941572793};['Where one entire hand can grab the chainsaw safely', 'Where another entire hand can grab the chainsaw safely']
28;grasp_vlm_dataset/saw_2_jpg.rf.69266212c061ba678b53eb8f930b6d81.jpg;{'index': [0.20271391296386718, 0.0, 0.9176179809570313, 0.8217195434570312]};{'index': {'x_1': 0.452, 'y_1': 0.204, 'x_2': 0.5075, 'y_2': 0.2375}};{'index': 0.0031649467369359537};['Where the index finger can press on the circular saw safely']
29;grasp_vlm_dataset/darts20_jpg.rf.a9ce2492be61a217827a69a4d4c6c301.jpg;{'index': [0.05029341506958008, 0.38831692504882814, 0.9382241821289062, 0.6498316040039063], 'thumb': [0.055239765167236325, 0.3870733337402344, 0.2888370056152344, 0.5237398681640625]};{'index': {'x_1': 0.446, 'y_1': 0.497, 'x_2': 0.748, 'y_2': 0.5185}, 'thumb': {'x_1': 0.448, 'y_1': 0.535, 'x_2': 0.752, 'y_2': 0.552}};{'index': 0.027962128496717992, 'thumb': 0.0};['Placement for index finger on the dart', 'Placement for thumb finger on the dart']
30;grasp_vlm_dataset/top_bar6_jpg.rf.ed95d1fbc5c4f9b6e6eacd8da23c17ad.jpg;{'hand': [0.26381564331054685, 0.34801068115234374, 0.7356356811523438, 0.5633814086914063]};{'handle': {'x_1': 0.546, 'y_1': 0.452, 'x_2': 0.636, 'y_2': 0.4805}};{'hand': 0.02524203201414708};['Where an entire hand can grab the top drawer with a horizontal bar handle safely']
31;grasp_vlm_dataset/darts2_jpg.rf.0d3a2b36e9bbcc0321ba939067fbe4ad.jpg;{'index': [0.24600439453125, 0.06885320281982422, 0.5286583251953125, 0.5169976196289062], 'thumb': [0.4604654235839844, 0.4394200134277344, 0.5065903015136719, 0.49844564819335935]};{'index': {'x_1': 0.441, 'y_1': 0.358, 'x_2': 0.4805, 'y_2': 0.4475}, 'thumb': {'x_1': 0.415, 'y_1': 0.384, 'x_2': 0.471, 'y_2': 0.462}};{'index': 0.027909182240850674, 'thumb': 0.0347120553936251};['Placement for index finger on the dart', 'Placement for thumb finger on the dart']
32;grasp_vlm_dataset/solder_10_jpg.rf.b9d560d90e1b1dfc452fbed7c535edd6.jpg;{'hand': [0.0, 0.0, 0.9608527221679688, 0.8695325927734375]};{'handle': {'x_1': 0.065, 'y_1': 0.494, 'x_2': 0.552, 'y_2': 0.863}};{'hand': 0.21508624474780297};['Where an entire hand can grab the soldering iron safely']
33;grasp_vlm_dataset/drill_19_jpg.rf.920f264a0f04e7b90ea570a0dde84b9d.jpg;{'index': [0.16053855895996094, 0.033099563598632815, 0.8764772338867187, 0.91087255859375]};{'index': {'x_1': 0.549, 'y_1': 0.481, 'x_2': 0.62, 'y_2': 0.5195}};{'index': 0.004349717372731624};['Where the index finger can press on the power drill safely']
34;grasp_vlm_dataset/bowl_ball20_jpg.rf.0f5f7bb551f3f763aa86c5cdc4a9ff51.jpg;{'index': [0.23995948791503907, 0.3638095703125, 0.4595485229492188, 0.6806788330078125], 'thumb': [0.23734718322753906, 0.3662332763671875, 0.45437591552734374, 0.6790831909179688]};{'thumb': {'x_1': 0.271, 'y_1': 0.403, 'x_2': 0.2945, 'y_2': 0.4335}, 'index': {'x_1': 0.316, 'y_1': 0.421, 'x_2': 0.358, 'y_2': 0.4905}};{'index': 0.041951097920689066, 'thumb': 0.010556365709505211};['Placement for index finger on the bowling ball', 'Placement for thumb finger on the bowling ball']
35;grasp_vlm_dataset/lever_handle10_jpg.rf.729f9985f377ce86b56bb5ce68667341.jpg;{'hand': [0.4657073669433594, 0.38582485961914065, 0.5765263671875, 0.455670166015625]};{'handle': {'x_1': 0.468, 'y_1': 0.4, 'x_2': 0.5595, 'y_2': 0.4595}};{'hand': 0.62959602383522};['Where an entire hand can grab the door with a horizontal lever handle safely']
36;grasp_vlm_dataset/solder_6_jpg.rf.499bbc70e04e0630ae65830628e389af.jpg;{'hand': [0.08856806182861328, 0.5327784423828125, 1.0, 0.83967333984375]};{'handle': {'x_1': 0.495, 'y_1': 0.64, 'x_2': 0.775, 'y_2': 0.827}};{'hand': 0.18719132878681663};['Where an entire hand can grab the soldering iron safely']
37;grasp_vlm_dataset/saw_1_jpg.rf.a70ca9eb7088f269f02058a9c5179f96.jpg;{'index': [0.0, 0.070860595703125, 0.9113145141601563, 0.9172332153320313]};{'index': {'x_1': 0.336, 'y_1': 0.289, 'x_2': 0.396, 'y_2': 0.3335}};{'index': 0.0034616357613778646};['Where the index finger can press on the circular saw safely']
38;grasp_vlm_dataset/lever_handle1_jpg.rf.6a225844c420ed6beb00f7bf2a903412.jpg;{'hand': [0.7234891357421875, 0.5698831787109375, 0.81543505859375, 0.6040040893554688]};{'handle': {'x_1': 0.723, 'y_1': 0.58, 'x_2': 0.81, 'y_2': 0.5995}};{'hand': 0.5360851867641456};['Where an entire hand can grab the door with a horizontal lever handle safely']
39;grasp_vlm_dataset/rnd_door9_jpg.rf.0c64191221f26a78a44fe89db56f5242.jpg;{'hand': [0.7765005493164062, 0.66619970703125, 0.8280115966796875, 0.7506484985351562]};{'handle': {'x_1': 0.77, 'y_1': 0.715, 'x_2': 0.81, 'y_2': 0.74}};{'hand': 0.18559008025040233};['Where an entire hand can grab the door with a round handle safely']
40;grasp_vlm_dataset/solder_1_jpg.rf.14db74172cf94ea79b5fc91233fe801f.jpg;{'hand': [0.0114656982421875, 0.04997465133666992, 0.6788555297851563, 1.0]};{'handle': {'x_1': 0.283, 'y_1': 0.313, 'x_2': 0.5685, 'y_2': 0.7755}};{'hand': 0.20825866060336773};['Where an entire hand can grab the soldering iron safely']
41;grasp_vlm_dataset/top_bar7_jpg.rf.c1a65f421d3e8ba6288e93fce966c145.jpg;{'hand': [0.3917850952148437, 0.3569379577636719, 0.5495421752929688, 0.39338064575195314]};{'handle': {'x_1': 0.39, 'y_1': 0.358, 'x_2': 0.55, 'y_2': 0.3925}};{'hand': 0.9341190569262267};['Where an entire hand can grab the top drawer with a horizontal bar handle safely']
42;grasp_vlm_dataset/wrench_6_jpg.rf.4e8676d4832153540267a96a78ae2c6f.jpg;{'hand': [0.02329912757873535, 0.08971691131591797, 0.9662178955078125, 0.8286341552734375]};{'handle': {'x_1': 0.305, 'y_1': 0.097, 'x_2': 0.966, 'y_2': 0.6055}};{'hand': 0.48241670160574157};['Where an entire hand can grab the wrench safely']
43;grasp_vlm_dataset/scissors19_jpg.rf.5f0e204097a7f0b77e9912d69812ed06.jpg;{'index': [0.17953456115722657, 0.040315330505371096, 1.0, 0.8726058349609375], 'thumb': [0.18365544128417968, 0.04021780014038086, 0.5238244018554687, 0.442214599609375]};{'thumb': {'x_1': 0.281, 'y_1': 0.498, 'x_2': 0.6045, 'y_2': 0.804}, 'index': {'x_1': 0.527, 'y_1': 0.311, 'x_2': 0.9815, 'y_2': 0.6335}};{'index': 0.21464875561396332, 'thumb': 0.0};['Placement for index finger on the pair of scissors', 'Placement for thumb finger on the pair of scissors']
44;grasp_vlm_dataset/syringe6_jpg.rf.d70a0897d3502ec98df645daabc7089c.jpg;{'index': [0.43121368408203126, 0.12236879730224609, 0.8334850463867187, 0.42289620971679687], 'thumb': [0.9187476806640625, 0.8526719970703125, 0.99997998046875, 0.91009912109375]};{'thumb': {'x_1': 0.713, 'y_1': 0.127, 'x_2': 0.8495, 'y_2': 0.1835}, 'index': {'x_1': 0.434, 'y_1': 0.329, 'x_2': 0.75, 'y_2': 0.416}};{'index': 0.22740663242649217, 'thumb': 0.0};['Placement for index finger on the syringe', 'Placement for thumb finger on the syringe']
45;grasp_vlm_dataset/vertical_bar5_jpg.rf.e67501751d54aa17d9a0556137cc16f5.jpg;{'hand': [0.34979351806640624, 0.6198953247070312, 0.6451533813476562, 0.6390601196289063]};{'handle': {'x_1': 0.275, 'y_1': 0.609, 'x_2': 0.288, 'y_2': 0.6665}};{'hand': 0.0};['Where an entire hand can grab the door with a vertical bar handle safely']
46;grasp_vlm_dataset/drill_4_jpg.rf.eee2451241d6df5a9586a83792685b3c.jpg;{'index': [0.05171945571899414, 0.008692354202270507, 0.93600927734375, 0.999353515625]};{'index': {'x_1': 0.45, 'y_1': 0.369, 'x_2': 0.5025, 'y_2': 0.39}};{'index': 0.001258516271558338};['Where the index finger can press on the power drill safely']
47;grasp_vlm_dataset/lever_handle2_jpg.rf.32fd38f14cd1195fd5d20ff4c2b11e66.jpg;{'hand': [0.3868924560546875, 0.5766192016601562, 0.48157672119140627, 0.602603759765625]};{'handle': {'x_1': 0.41, 'y_1': 0.583, 'x_2': 0.487, 'y_2': 0.5945}};{'hand': 0.3262906557314375};['Where an entire hand can grab the door with a horizontal lever handle safely']
48;grasp_vlm_dataset/wacker_18_jpg.rf.41d2fb010ed2d56c7f79bd0c1d4e7d6e.jpg;{'index': [0.05595332336425781, 0.13139176940917968, 0.86807763671875, 0.5895166015625]};{'index': {'x_1': 0.616, 'y_1': 0.347, 'x_2': 0.6315, 'y_2': 0.3815}};{'index': 0.001437290145040131};['Where the index finger can press on the weed wacker safely']
49;grasp_vlm_dataset/bolt_cutters14_cleanup_jpeg.rf.015a8b71f942bf085c42a920f0723221.jpg;{'hand1': [0.09136417388916016, 0.04273212051391601, 0.927318359375, 0.9195238647460937], 'hand2': [0.08540808868408203, 0.046232402801513674, 0.92202880859375, 0.918406494140625]};{'hand1': {'x_1': 0.764, 'y_1': 0.253, 'x_2': 0.9085, 'y_2': 0.4305}, 'hand2': {'x_1': 0.088, 'y_1': 0.069, 'x_2': 0.195, 'y_2': 0.2805}};{'hand1': 0.034993491447765146, 'hand2': 0.03101432629901295};['Where one entire hand can grab the bolt cutters safely', 'Where another entire hand can grab the bolt cutters safely']
50;grasp_vlm_dataset/saw_18_jpg.rf.bb169df64c0e578888af667484ad0e9b.jpg;{'index': [0.1647889862060547, 0.053381473541259765, 0.7383321533203125, 0.8547674560546875]};{'index': {'x_1': 0.586, 'y_1': 0.38, 'x_2': 0.608, 'y_2': 0.4305}};{'index': 0.0024171644987995614};['Where the index finger can press on the circular saw safely']
51;grasp_vlm_dataset/solder_11_jpg.rf.61a9b0a78f8d7344ec0a94a9e44348df.jpg;{'hand': [0.21193022155761718, 0.040434986114501956, 0.9278568725585937, 0.8129750366210937]};{'handle': {'x_1': 0.641, 'y_1': 0.121, 'x_2': 0.896, 'y_2': 0.4135}};{'hand': 0.1348579387865333};['Where an entire hand can grab the soldering iron safely']
52;grasp_vlm_dataset/bow13_jpg.rf.61ec96aa8ae181f31ecaf61633dc3155.jpg;{'index': [0.24140089416503907, 0.04827752685546875, 0.8312172241210938, 0.955922607421875], 'thumb': [0.6822039184570312, 0.8057974243164062, 0.8273367919921875, 0.9559381713867188]};{'index': {'x_1': 0.63, 'y_1': 0.667, 'x_2': 0.7125, 'y_2': 0.7845}, 'thumb': {'x_1': 0.673, 'y_1': 0.753, 'x_2': 0.7125, 'y_2': 0.811}};{'index': 0.018107519624746486, 'thumb': 0.0065883367111096505};['Placement for index finger on the violin bow', 'Placement for thumb finger on the violin bow']
53;grasp_vlm_dataset/hammer_12_jpg.rf.db41f3ed9ddd7ce1779e4e157c0a114c.jpg;{'hand': [0.26449554443359374, 0.13357069396972657, 0.56755810546875, 0.8424542846679688]};{'handle': {'x_1': 0.38, 'y_1': 0.525, 'x_2': 0.4485, 'y_2': 0.817}};{'hand': 0.09310354354070408};['Where an entire hand can grab the hammer safely']
54;grasp_vlm_dataset/darts8_jpg.rf.c62b4e835fc04381c1b5fd06c9240a0a.jpg;{'index': [0.07022920227050782, 0.043672325134277344, 0.6454564208984375, 0.6360811157226562], 'thumb': [0.7607347412109375, 0.5497596435546875, 0.808823974609375, 0.5850321044921875]};{'index': {'x_1': 0.497, 'y_1': 0.404, 'x_2': 0.6125, 'y_2': 0.473}, 'thumb': {'x_1': 0.465, 'y_1': 0.537, 'x_2': 0.6135, 'y_2': 0.582}};{'index': 0.02338676506274391, 'thumb': 0.0};['Placement for index finger on the dart', 'Placement for thumb finger on the dart']
55;grasp_vlm_dataset/chainsaw10_cleanup_jpg.rf.6d0b2d84e599b563c942dcf3e1c95deb.jpg;{'hand1': [0.0, 0.053143142700195316, 0.8861444702148438, 0.83697802734375], 'hand2': [0.007089197635650635, 0.008360475540161132, 1.0, 0.998208740234375]};{'hand1': {'x_1': 0.545, 'y_1': 0.065, 'x_2': 0.678, 'y_2': 0.6995}, 'hand2': {'x_1': 0.772, 'y_1': 0.203, 'x_2': 0.8705, 'y_2': 0.3}};{'hand1': 0.1214938089410805, 'hand2': 0.009721406490543016};['Where one entire hand can grab the chainsaw safely', 'Where another entire hand can grab the chainsaw safely']
56;grasp_vlm_dataset/shovel20_cleanup_jpg.rf.2f886eecca28d606b2b569b63d18fe0b.jpg;{'hand1': [0.24736830139160157, 0.12485197448730469, 0.7786994018554687, 0.8823928833007812], 'hand2': [0.370384033203125, 0.13236990356445313, 0.782091796875, 0.6873560180664062]};{'hand1': {'x_1': 0.646, 'y_1': 0.128, 'x_2': 0.7655, 'y_2': 0.287}, 'hand2': {'x_1': 0.409, 'y_1': 0.446, 'x_2': 0.549, 'y_2': 0.648}};{'hand1': 0.047205619529369955, 'hand2': 0.12376795951112894};['Where one entire hand can grab the shovel safely', 'Where another entire hand can grab the shovel safely']
57;grasp_vlm_dataset/shovel3_cleanup_jpg.rf.925242fb7f6ce60391713d96401c2296.jpg;{'hand1': [0.5555095825195312, 0.5635780029296875, 0.9853330688476563, 0.9510261840820312], 'hand2': [0.02097055244445801, 0.09653324127197266, 0.9885996704101563, 0.9589521484375]};{'hand1': {'x_1': 0.038, 'y_1': 0.099, 'x_2': 0.196, 'y_2': 0.2465}, 'hand2': {'x_1': 0.279, 'y_1': 0.318, 'x_2': 0.68, 'y_2': 0.7145}};{'hand1': 0.0, 'hand2': 0.1905286834063707};['Where one entire hand can grab the shovel safely', 'Where another entire hand can grab the shovel safely']
58;grasp_vlm_dataset/hammer_3_jpg.rf.19078c2ac0de3ccda23c6fe59a99e1d8.jpg;{'hand': [0.004592716693878174, 0.0, 1.0, 0.99394140625]};{'handle': {'x_1': 0.465, 'y_1': 0.418, 'x_2': 0.577, 'y_2': 0.8145}};{'hand': 0.044884833355641564};['Where an entire hand can grab the hammer safely']
59;grasp_vlm_dataset/vertical_bar3_jpg.rf.7f2561c534677fb42dc26c91251dca50.jpg;{'hand': [0.618600341796875, 0.5250183715820312, 0.7596038818359375, 0.9941627197265624]};{'handle': {'x_1': 0.666, 'y_1': 0.435, 'x_2': 0.792, 'y_2': 0.6885}};{'hand': 0.1848364254107659};['Where an entire hand can grab the door with a vertical bar handle safely']
60;grasp_vlm_dataset/allen_16_jpg.rf.db00704a0d999fecc20f963457a75906.jpg;{'hand': [0.2690973510742187, 0.11246553039550782, 0.7262886962890625, 0.9369189453125]};{'handle': {'x_1': 0.606, 'y_1': 0.171, 'x_2': 0.7295, 'y_2': 0.928}};{'hand': 0.2400295274064203};['Where an entire hand can grab the allen key safely']
61;grasp_vlm_dataset/saw_14_jpg.rf.7aaa3383b9fbd2a17659de103084c081.jpg;{'index': [0.003420889377593994, 0.044204025268554686, 0.9334794311523438, 0.9704053344726562]};{'index': {'x_1': 0.407, 'y_1': 0.173, 'x_2': 0.4235, 'y_2': 0.2655}};{'index': 0.0017717808390301545};['Where the index finger can press on the circular saw safely']
