img_id;img_path;pred_bboxes;target_bboxes;ious;prompts
10;grasp_vlm_dataset/darts4_jpg.rf.e185762bf6904ef83bb9ff868a62c979.jpg;{'index': [0.49237124633789064, 0.39746771240234374, 1.0, 0.6675285034179688], 'thumb': [0.3264649963378906, 0.38144818115234375, 0.5248613891601562, 0.6184949951171875]};{'index': {'x_1': 0.451, 'y_1': 0.491, 'x_2': 0.5575, 'y_2': 0.5035}, 'thumb': {'x_1': 0.455, 'y_1': 0.518, 'x_2': 0.556, 'y_2': 0.5325}};{'index': 0.005916159096282666, 'thumb': 0.021334757750021627};['Placement for index finger on the dart', 'Placement for thumb finger on the dart']
11;grasp_vlm_dataset/bowl_ball9_jpg.rf.0a63e27d943cccfc0fc830f2e4e163af.jpg;{'index': [0.058985443115234376, 0.147887939453125, 0.8707470703125, 0.739507568359375], 'thumb': [0.04705575180053711, 0.13859492492675782, 0.88350537109375, 0.75141650390625]};{'thumb': {'x_1': 0.067, 'y_1': 0.521, 'x_2': 0.1485, 'y_2': 0.628}, 'index': {'x_1': 0.618, 'y_1': 0.629, 'x_2': 0.7445, 'y_2': 0.7465}};{'index': 0.02905442588131553, 'thumb': 0.01701247692317552};['Placement for index finger on the bowling ball', 'Placement for thumb finger on the bowling ball']
12;grasp_vlm_dataset/screwdriver_12_jpg.rf.ab37f13129d7e7b02a4ca26782785fb6.jpg;{'hand': [0.04355977630615234, 0.7546519165039063, 0.21828724670410157, 0.8379885864257812]};{'handle': {'x_1': 0.463, 'y_1': 0.054, 'x_2': 0.5435, 'y_2': 0.4915}};{'hand': 0.0};['Where an entire hand can grab the screwdriver safely']
13;grasp_vlm_dataset/drill_4_jpg.rf.eee2451241d6df5a9586a83792685b3c.jpg;{'index': [0.05171945571899414, 0.008692354202270507, 0.93600927734375, 0.999353515625]};{'index': {'x_1': 0.45, 'y_1': 0.369, 'x_2': 0.5025, 'y_2': 0.39}};{'index': 0.001258516271558338};['Where the index finger can press on the power drill safely']
14;grasp_vlm_dataset/allen_19_jpg.rf.864dd896f0a038dd96e4470bcfd91f6c.jpg;{'hand': [0.2680503234863281, 0.3274798583984375, 0.80799951171875, 0.630957275390625]};{'handle': {'x_1': 0.28, 'y_1': 0.361, 'x_2': 0.6515, 'y_2': 0.632}};{'hand': 0.6105891999558841};['Where an entire hand can grab the allen key safely']
15;grasp_vlm_dataset/bolt_cutters5_jpeg.rf.dfd7e7d9d37af37ca6e0f3ff9c35b7fe.jpg;{'left': [0.33537872314453127, 0.012199669837951661, 0.649826904296875, 0.9826861572265625], 'right': [0.5368702392578125, 0.47741567993164064, 0.6014317016601562, 0.6212792358398438]};{'right': {'x_1': 0.581, 'y_1': 0.057, 'x_2': 0.656, 'y_2': 0.222}, 'left': {'x_1': 0.331, 'y_1': 0.01, 'x_2': 0.425, 'y_2': 0.1925}};{'left': 0.05277807859373847, 'right': 0.0};['Where the entire left hand can grab the bolt cutters safely', 'Where the entire right hand can grab the bolt cutters safely near the green star']
16;grasp_vlm_dataset/bot_rnd4_jpg.rf.76c8799a9e03f401270000dc4691e1e3.jpg;{'hand': [0.04386490631103516, 0.52556591796875, 0.975704345703125, 1.0]};{'handle': {'x_1': 0.409, 'y_1': 0.701, 'x_2': 0.537, 'y_2': 0.815}};{'hand': 0.03300637680408491};['Where an entire hand can grab the bottom drawer with a round handle safely']
17;grasp_vlm_dataset/wrench_8_jpg.rf.adc939651c9fb5bc06b5fc7b898bdcc0.jpg;{'hand': [0.03009757423400879, 0.10683214569091797, 0.9595391845703125, 0.9561279907226562]};{'handle': {'x_1': 0.173, 'y_1': 0.18, 'x_2': 0.894, 'y_2': 0.821}};{'hand': 0.5854801605353877};['Where an entire hand can grab the wrench safely']
18;grasp_vlm_dataset/wrench_13_jpg.rf.40b1fa117433ca5a119417d93bb81c0f.jpg;{'hand': [0.3118858642578125, 0.13363519287109374, 0.6503075561523437, 0.8025751342773437]};{'handle': {'x_1': 0.458, 'y_1': 0.301, 'x_2': 0.6465, 'y_2': 0.795}};{'hand': 0.41133246041272264};['Where an entire hand can grab the wrench safely']
19;grasp_vlm_dataset/wrench_16_jpg.rf.12243ea8b26ceccdd1e8319ebcf2e0f0.jpg;{'hand': [0.06933859252929687, 0.2665492858886719, 0.8694540405273438, 0.7370193481445313]};{'handle': {'x_1': 0.27, 'y_1': 0.277, 'x_2': 0.863, 'y_2': 0.6205}};{'hand': 0.541123987697952};['Where an entire hand can grab the wrench safely']
20;grasp_vlm_dataset/wrench_1_jpg.rf.7d53a6ddd00fecc434ec65c123a93f3d.jpg;{'hand': [0.048967578887939456, 0.5123776245117188, 0.24262934875488282, 0.6754761962890625]};{'handle': {'x_1': 0.427, 'y_1': 0.441, 'x_2': 0.975, 'y_2': 0.7015}};{'hand': 0.0};['Where an entire hand can grab the wrench safely']
21;grasp_vlm_dataset/drill_10_jpg.rf.630a7c5082ccf4850afde2ebfcc67798.jpg;{'index': [0.3277193298339844, 0.1754807586669922, 0.6689908447265625, 0.8345879516601562]};{'index': {'x_1': 0.466, 'y_1': 0.406, 'x_2': 0.4885, 'y_2': 0.4695}};{'index': 0.006351848804983552};['Where the index finger can press on the power drill safely']
22;grasp_vlm_dataset/rnd_door13_jpg.rf.ae363c424ddbf2d4d88e5f2b6f4efdb8.jpg;{'hand': [0.0037631094455718994, 0.0, 0.9967333984375, 0.992187255859375]};{'handle': {'x_1': 0.423, 'y_1': 0.417, 'x_2': 0.6295, 'y_2': 0.638}};{'hand': 0.046321480458652836};['Where an entire hand can grab the door with a round handle safely']
23;grasp_vlm_dataset/glue_15_jpg.rf.6a95976744a461ee77b747f9e9c0ea1d.jpg;{'index': [0.21497726440429688, 0.06129932403564453, 0.896388427734375, 0.918488037109375]};{'index': {'x_1': 0.53, 'y_1': 0.55, 'x_2': 0.576, 'y_2': 0.692}};{'index': 0.01118305569921242};['Where the index finger can press on the glue gun safely']
24;grasp_vlm_dataset/nail_16_jpg.rf.1b707bdb9c03991344eda63f6f11fb61.jpg;{'index': [0.10200181579589844, 0.05490046691894531, 0.8778082275390625, 0.917542724609375]};{'index': {'x_1': 0.451, 'y_1': 0.348, 'x_2': 0.512, 'y_2': 0.4}};{'index': 0.004739680698829261};['Where the index finger can press on the nail gun safely']
25;grasp_vlm_dataset/syringe17_jpg.rf.390c0d625bb7b8c6d48f8c95621bc59f.jpg;{'index': [0.040094078063964846, 0.11957693481445313, 0.962099365234375, 0.7584243774414062], 'thumb': [0.03794882583618164, 0.12040440368652344, 0.28190350341796877, 0.308799560546875]};{'thumb': {'x_1': 0.048, 'y_1': 0.124, 'x_2': 0.102, 'y_2': 0.214}, 'index': {'x_1': 0.233, 'y_1': 0.206, 'x_2': 0.334, 'y_2': 0.393}};{'index': 0.032065085938739336, 'thumb': 0.10574440199698751};['Placement for index finger on the syringe', 'Placement for thumb finger on the syringe']
26;grasp_vlm_dataset/bowl_ball5_jpg.rf.892f5a31c5b2fbe2c81bc9fe8b886e36.jpg;{'index': [1.4901161193847656e-06, 0.25820986938476564, 0.490845458984375, 0.5060779418945313], 'thumb': [0.47956988525390626, 0.06960725402832031, 0.9579956665039062, 0.7235524291992188]};{'thumb': {'x_1': 0.554, 'y_1': 0.366, 'x_2': 0.618, 'y_2': 0.4735}, 'index': {'x_1': 0.57, 'y_1': 0.084, 'x_2': 0.673, 'y_2': 0.1495}};{'index': 0.0, 'thumb': 0.02199036933958557};['Placement for index finger on the bowling ball', 'Placement for thumb finger on the bowling ball']
27;grasp_vlm_dataset/chainsaw7_jpg.rf.565275ec50efa4026e4e90232c1f2e30.jpg;{'left': [0.3112148742675781, 0.0349515380859375, 0.9955816650390625, 0.9255567626953125], 'right': [0.8046982421875, 0.8537971801757812, 0.9457665405273438, 0.9589881591796875]};{'left': {'x_1': 0.32, 'y_1': 0.417, 'x_2': 0.898, 'y_2': 0.6315}, 'right': {'x_1': 0.536, 'y_1': 0.741, 'x_2': 0.6825, 'y_2': 0.9265}};{'left': 0.20341406059879852, 'right': 0.0};['Where the entire left hand can grab the chainsaw safely', 'Where the entire right hand can grab the chainsaw safely near the green star']
28;grasp_vlm_dataset/allen_11_jpg.rf.2b8fb086f4e451a865876d6fc703212d.jpg;{'hand': [0.31909005737304685, 0.051935733795166014, 0.8535579833984375, 0.3280436401367188]};{'handle': {'x_1': 0.329, 'y_1': 0.06, 'x_2': 0.761, 'y_2': 0.174}};{'hand': 0.33372451260654656};['Where an entire hand can grab the allen key safely']
29;grasp_vlm_dataset/bolt_cutters15_jpeg.rf.ef42d9509414ad9c8a4903f9dca0cd5b.jpg;{'left': [0.038166015625, 0.48144375610351564, 0.1687901611328125, 0.5784161987304688], 'right': [0.23019561767578126, 0.03532123565673828, 0.8065108032226562, 0.9839078369140625]};{'right': {'x_1': 0.703, 'y_1': 0.052, 'x_2': 0.82, 'y_2': 0.241}, 'left': {'x_1': 0.228, 'y_1': 0.053, 'x_2': 0.3335, 'y_2': 0.2325}};{'left': 0.0, 'right': 0.03561966368509512};['Where the entire left hand can grab the bolt cutters safely near the green star', 'Where the entire right hand can grab the bolt cutters safely']
30;grasp_vlm_dataset/multimeter12_jpg.rf.3dd21ca931f46f4f909297646de2c6c1.jpg;{'left': [0.16966944885253907, 0.21931422424316407, 0.6149946899414063, 0.9821705932617187], 'right': [0.2974352722167969, 0.21268472290039062, 0.60893017578125, 0.5817335815429687]};{'left': {'x_1': 0.167, 'y_1': 0.649, 'x_2': 0.232, 'y_2': 0.884}, 'right': {'x_1': 0.235, 'y_1': 0.645, 'x_2': 0.3025, 'y_2': 0.8825}};{'left': 0.043037547884406085, 'right': 0.0};['Where the entire left hand can grab the multimeter with red and black leads safely near the green star', 'Where the entire right hand can grab the multimeter with red and black leads safely']
31;grasp_vlm_dataset/top_rnd5_jpg.rf.d99c25f8f9c36e5930a8492b0d5b5a7d.jpg;{'hand': [0.0020250678062438965, 0.01674130630493164, 0.9988652954101562, 0.578369140625]};{'handle': {'x_1': 0.508, 'y_1': 0.3, 'x_2': 0.643, 'y_2': 0.419}};{'hand': 0.02869502126266546};['Where an entire hand can grab the top drawer with a round handle safely']
32;grasp_vlm_dataset/wacker_4_jpg.rf.15a736a71eeb7d9dfdbb844dd9933428.jpg;{'index': [0.4419894714355469, 0.06690093994140625, 0.698294677734375, 0.898035888671875]};{'index': {'x_1': 0.485, 'y_1': 0.539, 'x_2': 0.505, 'y_2': 0.58}};{'index': 0.003849327654783401};['Where the index finger can press on the weed wacker safely']
33;grasp_vlm_dataset/darts19_jpg.rf.6029ff9335d6fa4f90a81125412346d8.jpg;{'index': [0.00047978758811950684, 0.2474227752685547, 0.7553621826171875, 0.6614519653320312], 'thumb': [0.37446310424804685, 0.45249435424804685, 0.5757628173828125, 0.5555618286132813]};{'index': {'x_1': 0.0, 'y_1': 0.291, 'x_2': 0.4265, 'y_2': 0.467}, 'thumb': {'x_1': 0.0, 'y_1': 0.415, 'x_2': 0.409, 'y_2': 0.537}};{'index': 0.23983650836333759, 'thumb': 0.04309311505223032};['Placement for index finger on the dart', 'Placement for thumb finger on the dart']
34;grasp_vlm_dataset/nail_5_jpg.rf.c77e61420f71cf91da10ed3daf640b89.jpg;{'index': [0.06931472015380859, 0.012881785392761231, 0.9041917724609375, 1.0]};{'index': {'x_1': 0.473, 'y_1': 0.356, 'x_2': 0.525, 'y_2': 0.4265}};{'index': 0.004448368644476108};['Where the index finger can press on the nail gun safely']
35;grasp_vlm_dataset/saw_3_jpg.rf.ad4e2276b34ec00dab9465a14fd8f064.jpg;{'index': [0.007149040699005127, 0.012297868728637695, 0.99852734375, 0.994257568359375]};{'index': {'x_1': 0.405, 'y_1': 0.181, 'x_2': 0.443, 'y_2': 0.2265}};{'index': 0.001776077526702929};['Where the index finger can press on the circular saw safely']
36;grasp_vlm_dataset/allen_7_jpg.rf.ff74d1c9a007a8178cb3005e132148c2.jpg;{'hand': [0.6344122924804687, 0.03010927200317383, 0.9734388427734375, 0.5192728271484375]};{'handle': {'x_1': 0.689, 'y_1': 0.035, 'x_2': 0.976, 'y_2': 0.511}};{'hand': 0.8104517515121432};['Where an entire hand can grab the allen key safely']
37;grasp_vlm_dataset/allen_12_jpg.rf.6cdaf4594425e8dc2a1050bb4332f572.jpg;{'hand': [0.27901068115234373, 0.23577296447753907, 0.8036976928710937, 0.8686173095703125]};{'handle': {'x_1': 0.474, 'y_1': 0.285, 'x_2': 0.813, 'y_2': 0.885}};{'hand': 0.5609376522345555};['Where an entire hand can grab the allen key safely']
38;grasp_vlm_dataset/bow12_jpg.rf.e8b52a7a2257a75f75559a30a57710f2.jpg;{'index': [0.08589112854003907, 0.17966058349609376, 0.9429131469726563, 0.9055999755859375], 'thumb': [0.33093930053710935, 0.5731423950195312, 0.5089987487792969, 0.7174876708984375]};{'thumb': {'x_1': 0.495, 'y_1': 0.556, 'x_2': 0.564, 'y_2': 0.6215}, 'index': {'x_1': 0.454, 'y_1': 0.488, 'x_2': 0.5995, 'y_2': 0.578}};{'index': 0.021048112651190505, 'thumb': 0.022912684423701327};['Placement for index finger on the violin bow', 'Placement for thumb finger on the violin bow']
39;grasp_vlm_dataset/darts5_jpg.rf.3161a212cec39eb6bc2399b195e56925.jpg;{'index': [0.03450375747680664, 0.0, 0.7011431884765625, 0.8680966796875], 'thumb': [0.2129903564453125, 0.05152279281616211, 0.31214202880859376, 0.16957891845703124]};{'index': {'x_1': 0.411, 'y_1': 0.401, 'x_2': 0.5875, 'y_2': 0.714}, 'thumb': {'x_1': 0.369, 'y_1': 0.42, 'x_2': 0.553, 'y_2': 0.7165}};{'index': 0.09546187363018628, 'thumb': 0.0};['Placement for index finger on the dart', 'Placement for thumb finger on the dart']
40;grasp_vlm_dataset/scissors7_jpg.rf.68511979cb77432f90a047d4950ef71b.jpg;{'index': [0.09975591278076172, 0.01999551010131836, 0.9731174926757813, 0.910697265625], 'thumb': [0.22727679443359375, 0.022901535034179688, 0.49342791748046877, 0.2818783874511719]};{'thumb': {'x_1': 0.337, 'y_1': 0.617, 'x_2': 0.5125, 'y_2': 0.8375}, 'index': {'x_1': 0.653, 'y_1': 0.346, 'x_2': 0.931, 'y_2': 0.4975}};{'index': 0.05414159396443311, 'thumb': 0.0};['Placement for index finger on the pair of scissors', 'Placement for thumb finger on the pair of scissors']
41;grasp_vlm_dataset/syringe5_jpg.rf.6e7c490c52e71c8a2910186668410100.jpg;{'index': [0.08681067657470704, 0.22280683898925782, 0.6217745361328125, 0.8405015258789063], 'thumb': [0.0, 0.00047259777784347534, 0.1793719024658203, 0.15799176025390624]};{'thumb': {'x_1': 0.099, 'y_1': 0.712, 'x_2': 0.173, 'y_2': 0.841}, 'index': {'x_1': 0.257, 'y_1': 0.475, 'x_2': 0.3875, 'y_2': 0.665}};{'index': 0.07503533112624959, 'thumb': 0.0};['Placement for index finger on the syringe', 'Placement for thumb finger on the syringe']
42;grasp_vlm_dataset/nail_14_jpg.rf.01faa7e4df07e73a9209715b8b0604a1.jpg;{'index': [0.03579998016357422, 0.05210197067260742, 0.9454312744140625, 0.878320556640625]};{'index': {'x_1': 0.491, 'y_1': 0.576, 'x_2': 0.5085, 'y_2': 0.647}};{'index': 0.0016532405313552333};['Where the index finger can press on the nail gun safely']
43;grasp_vlm_dataset/allen_15_jpg.rf.3a8e49f7d79525555e5345172c0a6fdc.jpg;{'hand': [0.8494044189453125, 0.5558223876953124, 1.0, 0.6102616577148438]};{'handle': {'x_1': 0.143, 'y_1': 0.55, 'x_2': 0.8555, 'y_2': 0.619}};{'hand': 0.005818778713237624};['Where an entire hand can grab the allen key safely']
44;grasp_vlm_dataset/bow10_jpg.rf.7b0c0a1dbb49bcc05dbd41266865bb3c.jpg;{'index': [0.0, 0.22482112121582032, 0.9942742919921875, 0.6823348999023438], 'thumb': [0.4051532897949219, 0.019382953643798828, 0.9980292358398437, 0.830726318359375]};{'thumb': {'x_1': 0.632, 'y_1': 0.37, 'x_2': 0.764, 'y_2': 0.4375}, 'index': {'x_1': 0.672, 'y_1': 0.309, 'x_2': 0.8215, 'y_2': 0.4035}};{'index': 0.03105722245057927, 'thumb': 0.018522908636389192};['Placement for index finger on the violin bow', 'Placement for thumb finger on the violin bow']
45;grasp_vlm_dataset/drill_13_jpg.rf.b425d89333a4fa0b054d630a47a1e2d2.jpg;{'index': [0.0029211342334747314, 0.0, 0.7198197631835938, 0.9413197631835938]};{'index': {'x_1': 0.26, 'y_1': 0.256, 'x_2': 0.3585, 'y_2': 0.3275}};{'index': 0.010436319004583737};['Where the index finger can press on the power drill safely']
46;grasp_vlm_dataset/rnd_door5_jpg.rf.86400b399cc7de6b5d66efc944defff8.jpg;{'hand': [0.7167083740234375, 0.48098309326171873, 0.7402944946289063, 0.5775156860351562]};{'handle': {'x_1': 0.49, 'y_1': 0.483, 'x_2': 0.654, 'y_2': 0.5975}};{'hand': 0.0};['Where an entire hand can grab the door with a round handle safely']
47;grasp_vlm_dataset/scissors5_jpg.rf.c74dc93ab50a1d0208a89cd3722c9260.jpg;{'index': [0.1742479248046875, 0.2097979736328125, 0.7659904174804687, 0.7908654174804688], 'thumb': [0.4497470703125, 0.21353514099121093, 0.6337171630859375, 0.51973876953125]};{'thumb': {'x_1': 0.496, 'y_1': 0.249, 'x_2': 0.592, 'y_2': 0.3545}, 'index': {'x_1': 0.563, 'y_1': 0.294, 'x_2': 0.7385, 'y_2': 0.4815}};{'index': 0.09570157664231323, 'thumb': 0.1797902484200661};['Placement for index finger on the pair of scissors', 'Placement for thumb finger on the pair of scissors']
48;grasp_vlm_dataset/vertical_bar10_jpg.rf.892b0af2cbd734c1b2004634872aabe9.jpg;{'hand': [0.6681813354492188, 0.561046142578125, 0.7042459716796875, 0.7254398803710937]};{'handle': {'x_1': 0.678, 'y_1': 0.635, 'x_2': 0.693, 'y_2': 0.7075}};{'hand': 0.1834266521759688};['Where an entire hand can grab the door with a vertical bar handle safely']
49;grasp_vlm_dataset/bow14_jpg.rf.71a2fd2cd2d1b27c38de9cab4531960f.jpg;{'index': [0.14699635314941406, 0.06457630157470703, 0.9053238525390624, 0.9508578491210937], 'thumb': [0.8054024658203125, 0.8477689208984375, 0.91836376953125, 0.9468724975585937]};{'thumb': {'x_1': 0.802, 'y_1': 0.826, 'x_2': 0.8305, 'y_2': 0.8645}, 'index': {'x_1': 0.761, 'y_1': 0.78, 'x_2': 0.8245, 'y_2': 0.8465}};{'index': 0.006282997082595824, 'thumb': 0.035369052243689754};['Placement for index finger on the violin bow', 'Placement for thumb finger on the violin bow']
50;grasp_vlm_dataset/wrench_18_jpg.rf.3779a58974b8e8d42f400c972f63d19f.jpg;{'hand': [0.050835399627685546, 0.008357256889343261, 0.8933499145507813, 0.9009077758789062]};{'handle': {'x_1': 0.464, 'y_1': 0.439, 'x_2': 0.904, 'y_2': 0.903}};{'hand': 0.26169579826352224};['Where an entire hand can grab the wrench safely']
51;grasp_vlm_dataset/saw_0_jpg.rf.381ff29e5ee50ca947c0e35bd4b95b51.jpg;{'index': [0.07295307159423828, 0.2307347412109375, 0.9355733642578125, 0.7782306518554688]};{'index': {'x_1': 0.565, 'y_1': 0.517, 'x_2': 0.6185, 'y_2': 0.5385}};{'index': 0.0024355199524223386};['Where the index finger can press on the circular saw safely']
52;grasp_vlm_dataset/can_opener6_jpg.rf.777c939aade535d2616ce8e342c68124.jpg;{'left': [0.00577467679977417, 0.25066432189941407, 0.9905680541992188, 0.814864990234375], 'right': [0.8648243408203125, 0.054160396575927736, 0.9614794921875, 0.1554698944091797]};{'right': {'x_1': 0.343, 'y_1': 0.256, 'x_2': 0.99, 'y_2': 0.6965}, 'left': {'x_1': 0.01, 'y_1': 0.469, 'x_2': 0.3955, 'y_2': 0.6915}};{'left': 0.15437454197646552, 'right': 0.0};['Where the entire left hand can grab the can opener safely', 'Where the entire right hand can grab the can opener safely near the green star']
53;grasp_vlm_dataset/bow19_jpg.rf.fc7fd883059b9dacac8880199c665405.jpg;{'index': [0.0, 0.012882023811340333, 0.908513916015625, 1.0], 'thumb': [0.021758825302124023, 0.5903131713867188, 0.2960649108886719, 0.914719482421875]};{'thumb': {'x_1': 0.188, 'y_1': 0.649, 'x_2': 0.267, 'y_2': 0.7585}, 'index': {'x_1': 0.214, 'y_1': 0.549, 'x_2': 0.337, 'y_2': 0.7605}};{'index': 0.029007803070167204, 'thumb': 0.09721123785657425};['Placement for index finger on the violin bow', 'Placement for thumb finger on the violin bow']
54;grasp_vlm_dataset/drill_12_jpg.rf.058fccbb5c588d8a9dfaa38635260228.jpg;{'index': [0.17066574096679688, 0.23202392578125, 0.70035498046875, 0.834187255859375]};{'index': {'x_1': 0.456, 'y_1': 0.469, 'x_2': 0.5025, 'y_2': 0.508}};{'index': 0.005685675961392369};['Where the index finger can press on the power drill safely']
55;grasp_vlm_dataset/syringe10_jpg.rf.3d523bd81dc1d15dc827aa424ed51584.jpg;{'index': [0.5575243530273437, 0.09164411163330079, 0.6955367431640626, 0.8142741088867187], 'thumb': [0.6202671508789063, 0.086578369140625, 0.6358554077148437, 0.11022274017333984]};{'thumb': {'x_1': 0.578, 'y_1': 0.787, 'x_2': 0.675, 'y_2': 0.8095}, 'index': {'x_1': 0.56, 'y_1': 0.596, 'x_2': 0.6905, 'y_2': 0.617}};{'index': 0.027478672214742716, 'thumb': 0.0};['Placement for index finger on the syringe', 'Placement for thumb finger on the syringe']
56;grasp_vlm_dataset/lever_handle3_jpg.rf.ab85d67053b8eedb15291c06bfb5d761.jpg;{'hand': [0.34430642700195313, 0.6449786987304688, 0.4343912353515625, 0.6826168823242188]};{'handle': {'x_1': 0.368, 'y_1': 0.659, 'x_2': 0.435, 'y_2': 0.683}};{'hand': 0.45703955996347695};['Where an entire hand can grab the door with a horizontal lever handle safely']
57;grasp_vlm_dataset/scissors12_jpg.rf.f44a95057fd54dffca3524af35df59b8.jpg;{'index': [0.1130564193725586, 0.1372914276123047, 0.9665382080078125, 0.8071402587890625], 'thumb': [0.24105162048339843, 0.1548694610595703, 0.8624398193359375, 0.36622540283203125]};{'thumb': {'x_1': 0.735, 'y_1': 0.277, 'x_2': 0.7985, 'y_2': 0.305}, 'index': {'x_1': 0.248, 'y_1': 0.176, 'x_2': 0.376, 'y_2': 0.2845}};{'index': 0.024292300525410312, 'thumb': 0.013537993276669647};['Placement for index finger on the pair of scissors', 'Placement for thumb finger on the pair of scissors']
58;grasp_vlm_dataset/chainsaw6_jpg.rf.5b4d8a4ab5366073fdb7429060f2f91b.jpg;{'left': [0.08016097259521485, 0.17097848510742186, 0.927927734375, 0.74152099609375], 'right': [0.6279376220703125, 0.09846037292480468, 0.6853359375, 0.16658123779296874]};{'right': {'x_1': 0.364, 'y_1': 0.196, 'x_2': 0.4505, 'y_2': 0.3795}, 'left': {'x_1': 0.074, 'y_1': 0.317, 'x_2': 0.2105, 'y_2': 0.5275}};{'left': 0.056571707707877464, 'right': 0.0};['Where the entire left hand can grab the chainsaw safely', 'Where the entire right hand can grab the chainsaw safely near the green star']
59;grasp_vlm_dataset/bot_bar9_jpg.rf.30a66623371a1a5721b5e9e370fe14d1.jpg;{'hand': [0.11230892181396485, 0.5551013793945313, 0.3731402587890625, 0.7426743774414063]};{'handle': {'x_1': 0.111, 'y_1': 0.563, 'x_2': 0.378, 'y_2': 0.7455}};{'hand': 0.9227569060189909};['Where an entire hand can grab the bottom drawer with a horizontal bar handle safely']
